"","CRN","all_time","all_days","Section","Seats","course_name","format.time","has.tba"
"1",30001,"10:30 - 11:50 AM|5:10 - 6:00 PM","TR|T","A01",0,"AAS 010","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#T 5:10 - 6:00 PM",0
"2",30002,"6:10 - 7:00 PM|10:30 - 11:50 AM","T|TR","A02",0,"AAS 010","T 6:10 - 7:00 PM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"3",30005,"1:40 - 3:00 PM|4:10 - 5:00 PM","TR|W","A01",0,"AAS 012","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM#W 4:10 - 5:00 PM",0
"4",30006,"1:40 - 3:00 PM|5:10 - 6:00 PM","TR|W","A02",0,"AAS 012","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM#W 5:10 - 6:00 PM",0
"5",30007,"1:40 - 3:00 PM|5:10 - 6:00 PM","TR|R","A03",0,"AAS 012","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM#R 5:10 - 6:00 PM",0
"6",30008,"1:40 - 3:00 PM|6:10 - 7:00 PM","TR|R","A04",7,"AAS 012","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM#R 6:10 - 7:00 PM",0
"7",30021,"2:10 - 4:00 PM","MW","001",1,"AAS 107D","M 2:10 - 4:00 PM#W 2:10 - 4:00 PM",0
"8",30077,"3:30 - 5:00 PM","MW","001",0,"ABG 200B","M 3:30 - 5:00 PM#W 3:30 - 5:00 PM",0
"9",30078,"TBA","NA","002",8,"ABG 200B","TBA",1
"10",30080,"10:00 - 10:50 AM","MW","001",-1,"ABG 255","M 10:00 - 10:50 AM#W 10:00 - 10:50 AM",0
"11",30081,"TBA","NA","001",0,"ABG 290","TBA",1
"12",30082,"TBA","NA","002",8,"ABG 290","TBA",1
"13",30211,"9:00 - 10:20 AM","TR","001",15,"ABI 050C","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"14",30212,"4:40 - 6:00 PM","TR","002",29,"ABI 050C","T 4:40 - 6:00 PM#R 4:40 - 6:00 PM",0
"15",30341,"1:10 - 4:00 PM|9:00 - 9:50 AM","M|M","A01",0,"ABT 049","M 1:10 - 4:00 PM#M 9:00 - 9:50 AM",0
"16",30342,"9:00 - 9:50 AM|1:10 - 4:00 PM","M|T","A02",0,"ABT 049","M 9:00 - 9:50 AM#T 1:10 - 4:00 PM",0
"17",30343,"9:00 - 9:50 AM|1:10 - 4:00 PM","M|W","A03",0,"ABT 049","M 9:00 - 9:50 AM#W 1:10 - 4:00 PM",0
"18",30344,"9:00 - 9:50 AM|1:10 - 4:00 PM","M|R","A04",0,"ABT 049","M 9:00 - 9:50 AM#R 1:10 - 4:00 PM",0
"19",30345,"9:00 - 9:50 AM|1:10 - 4:00 PM","M|F","A05",0,"ABT 049","M 9:00 - 9:50 AM#F 1:10 - 4:00 PM",0
"20",30346,"9:00 - 9:50 AM|9:00 - 11:50 AM","M|S","A06",0,"ABT 049","M 9:00 - 9:50 AM#S 9:00 - 11:50 AM",0
"21",30347,"11:00 - 11:50 AM|1:10 - 4:00 PM","M|M","B01",0,"ABT 049","M 11:00 - 11:50 AM#M 1:10 - 4:00 PM",0
"22",30348,"11:00 - 11:50 AM|1:10 - 4:00 PM","M|T","B02",0,"ABT 049","M 11:00 - 11:50 AM#T 1:10 - 4:00 PM",0
"23",30349,"11:00 - 11:50 AM|1:10 - 4:00 PM","M|W","B03",0,"ABT 049","M 11:00 - 11:50 AM#W 1:10 - 4:00 PM",0
"24",30350,"11:00 - 11:50 AM|1:10 - 4:00 PM","M|R","B04",0,"ABT 049","M 11:00 - 11:50 AM#R 1:10 - 4:00 PM",0
"25",30351,"11:00 - 11:50 AM|1:10 - 4:00 PM","M|F","B05",0,"ABT 049","M 11:00 - 11:50 AM#F 1:10 - 4:00 PM",0
"26",30352,"11:00 - 11:50 AM|9:00 - 11:50 AM","M|S","B06",0,"ABT 049","M 11:00 - 11:50 AM#S 9:00 - 11:50 AM",0
"27",30407,"9:00 - 11:50 AM|8:00 - 8:50 AM","F|F","001",0,"ABT 142","F 9:00 - 11:50 AM#F 8:00 - 8:50 AM",0
"28",30408,"9:00 - 11:50 AM|9:00 - 10:20 AM","F|TR","A01",0,"ABT 150","F 9:00 - 11:50 AM#T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"29",30409,"1:10 - 4:00 PM|9:00 - 10:20 AM","F|TR","A02",0,"ABT 150","F 1:10 - 4:00 PM#T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"30",30410,"1:10 - 4:00 PM|9:00 - 10:20 AM","R|TR","A03",0,"ABT 150","R 1:10 - 4:00 PM#T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"31",30411,"9:00 - 10:20 AM|9:00 - 11:50 AM","TR|F","A04",0,"ABT 150","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM#F 9:00 - 11:50 AM",0
"32",30412,"9:00 - 11:50 AM","R","001",9,"ABT 163","R 9:00 - 11:50 AM",0
"33",30546,"2:10 - 4:00 PM|TBA","TR|NA","001",2,"ABT 212","T 2:10 - 4:00 PM#R 2:10 - 4:00 PM",1
"34",30630,"TBA","NA","001",15,"ACC 205","TBA",1
"35",30631,"TBA","NA","001",25,"ACC 215","TBA",1
"36",30632,"TBA","NA","001",1,"ACC 243","TBA",1
"37",30633,"TBA","NA","002",1,"ACC 243","TBA",1
"38",30634,"TBA","NA","001",25,"ACC 455","TBA",1
"39",30653,"TBA","NA","001",6,"AED 301","TBA",1
"40",30657,"2:10 - 3:00 PM","W","001",12,"AGC 290","W 2:10 - 3:00 PM",0
"41",30693,"10:30 - 11:50 AM|9:00 - 9:50 AM","TR|M","A01",2,"AHI 001C","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#M 9:00 - 9:50 AM",0
"42",30694,"10:30 - 11:50 AM|10:00 - 11:50 AM","TR|M","A02",7,"AHI 001C","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#M 10:00 - 11:50 AM",0
"43",30695,"5:10 - 6:00 PM|10:30 - 11:50 AM","M|TR","A03",0,"AHI 001C","M 5:10 - 6:00 PM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"44",30696,"10:30 - 11:50 AM|9:00 - 9:50 AM","TR|T","A04",9,"AHI 001C","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#T 9:00 - 9:50 AM",0
"45",30697,"4:10 - 5:00 PM|10:30 - 11:50 AM","T|TR","A05",7,"AHI 001C","T 4:10 - 5:00 PM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"46",30698,"9:00 - 9:50 AM|10:30 - 11:50 AM","W|TR","A06",16,"AHI 001C","W 9:00 - 9:50 AM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"47",30699,"10:00 - 10:50 AM|10:30 - 11:50 AM","W|TR","A07",10,"AHI 001C","W 10:00 - 10:50 AM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"48",30700,"9:00 - 9:50 AM|10:30 - 11:50 AM","R|TR","A08",11,"AHI 001C","R 9:00 - 9:50 AM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"49",30701,"10:30 - 11:50 AM|4:10 - 5:00 PM","TR|R","A09",13,"AHI 001C","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#R 4:10 - 5:00 PM",0
"50",30703,"TBA|12:10 - 2:00 PM","NA|MW","001",10,"AHI 001D","M 12:10 - 2:00 PM#W 12:10 - 2:00 PM",1
"51",30726,"10:00 - 11:50 AM|TBA","MW|NA","001",50,"AHI 181","M 10:00 - 11:50 AM#W 10:00 - 11:50 AM",1
"52",30728,"12:10 - 3:00 PM","T","001",10,"AHI 190C","T 12:10 - 3:00 PM",0
"53",30776,"12:10 - 3:00 PM","T","001",3,"AHI 290","T 12:10 - 3:00 PM",0
"54",30852,"4:10 - 5:00 PM|1:10 - 2:00 PM","W|MWF","A01",0,"AMS 005","W 4:10 - 5:00 PM#M 1:10 - 2:00 PM#W 1:10 - 2:00 PM#F 1:10 - 2:00 PM",0
"55",30853,"1:10 - 2:00 PM|5:10 - 6:00 PM","MWF|W","A02",0,"AMS 005","M 1:10 - 2:00 PM#W 1:10 - 2:00 PM#F 1:10 - 2:00 PM#W 5:10 - 6:00 PM",0
"56",30854,"1:10 - 2:00 PM|6:10 - 7:00 PM","MWF|R","A03",0,"AMS 005","M 1:10 - 2:00 PM#W 1:10 - 2:00 PM#F 1:10 - 2:00 PM#R 6:10 - 7:00 PM",0
"57",30855,"1:10 - 2:00 PM|7:10 - 8:00 PM","MWF|R","A04",0,"AMS 005","M 1:10 - 2:00 PM#W 1:10 - 2:00 PM#F 1:10 - 2:00 PM#R 7:10 - 8:00 PM",0
"58",30856,"9:00 - 9:50 AM|1:10 - 2:00 PM","F|MWF","A05",0,"AMS 005","F 9:00 - 9:50 AM#M 1:10 - 2:00 PM#W 1:10 - 2:00 PM#F 1:10 - 2:00 PM",0
"59",30857,"10:00 - 10:50 AM|1:10 - 2:00 PM","F|MWF","A06",0,"AMS 005","F 10:00 - 10:50 AM#M 1:10 - 2:00 PM#W 1:10 - 2:00 PM#F 1:10 - 2:00 PM",0
"60",30858,"3:10 - 4:30 PM|5:10 - 6:00 PM","TR|T","A01",0,"AMS 055","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM#T 5:10 - 6:00 PM",0
"61",30859,"3:10 - 4:30 PM|6:10 - 7:00 PM","TR|T","A02",0,"AMS 055","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM#T 6:10 - 7:00 PM",0
"62",30860,"3:10 - 4:30 PM|4:10 - 5:00 PM","TR|W","A03",0,"AMS 055","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM#W 4:10 - 5:00 PM",0
"63",30861,"3:10 - 4:30 PM|5:10 - 6:00 PM","TR|W","A04",0,"AMS 055","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM#W 5:10 - 6:00 PM",0
"64",30862,"3:10 - 4:30 PM|5:10 - 6:00 PM","TR|R","A05",0,"AMS 055","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM#R 5:10 - 6:00 PM",0
"65",30863,"3:10 - 4:30 PM|6:10 - 7:00 PM","TR|R","A06",0,"AMS 055","T 3:10 - 4:30 PM#R 3:10 - 4:30 PM#R 6:10 - 7:00 PM",0
"66",30864,"9:00 - 9:50 AM|3:10 - 4:30 PM","F|TR","A07",0,"AMS 055","F 9:00 - 9:50 AM#T 3:10 - 4:30 PM#R 3:10 - 4:30 PM",0
"67",30865,"10:00 - 10:50 AM|3:10 - 4:30 PM","F|TR","A08",0,"AMS 055","F 10:00 - 10:50 AM#T 3:10 - 4:30 PM#R 3:10 - 4:30 PM",0
"68",30866,"12:10 - 1:00 PM|3:10 - 4:30 PM","F|TR","A09",0,"AMS 055","F 12:10 - 1:00 PM#T 3:10 - 4:30 PM#R 3:10 - 4:30 PM",0
"69",30867,"1:10 - 2:00 PM|3:10 - 4:30 PM","F|TR","A10",0,"AMS 055","F 1:10 - 2:00 PM#T 3:10 - 4:30 PM#R 3:10 - 4:30 PM",0
"70",30871,"9:00 - 9:50 AM|9:00 - 9:50 AM","W|M","A01",0,"AMS 095","W 9:00 - 9:50 AM#M 9:00 - 9:50 AM",0
"71",30897,"10:00 - 10:50 AM|11:00 - 11:50 AM","TR|TR","001",19,"AMS 153","T 10:00 - 10:50 AM#R 10:00 - 10:50 AM#T 11:00 - 11:50 AM#R 11:00 - 11:50 AM",0
"72",31111,"12:10 - 1:00 PM|11:00 - 11:50 AM|4:10 - 5:00 PM","T|T|MTWRF","A01",0,"ANG 107","T 12:10 - 1:00 PM#T 11:00 - 11:50 AM#M 4:10 - 5:00 PM#T 4:10 - 5:00 PM#W 4:10 - 5:00 PM#R 4:10 - 5:00 PM#F 4:10 - 5:00 PM",0
"73",31112,"12:10 - 1:00 PM|1:10 - 2:00 PM|4:10 - 5:00 PM","T|T|MTWRF","A02",0,"ANG 107","T 12:10 - 1:00 PM#T 1:10 - 2:00 PM#M 4:10 - 5:00 PM#T 4:10 - 5:00 PM#W 4:10 - 5:00 PM#R 4:10 - 5:00 PM#F 4:10 - 5:00 PM",0
"74",31113,"4:10 - 5:00 PM|1:10 - 2:00 PM|2:10 - 3:00 PM","MTWRF|T|T","A03",0,"ANG 107","M 4:10 - 5:00 PM#T 4:10 - 5:00 PM#W 4:10 - 5:00 PM#R 4:10 - 5:00 PM#F 4:10 - 5:00 PM#T 1:10 - 2:00 PM#T 2:10 - 3:00 PM",0
"75",31114,"4:10 - 5:00 PM|3:10 - 4:00 PM|2:10 - 3:00 PM","MTWRF|T|T","A04",0,"ANG 107","M 4:10 - 5:00 PM#T 4:10 - 5:00 PM#W 4:10 - 5:00 PM#R 4:10 - 5:00 PM#F 4:10 - 5:00 PM#T 3:10 - 4:00 PM#T 2:10 - 3:00 PM",0
"76",31115,"10:00 - 10:50 AM","F","010",0,"ANG 185","F 10:00 - 10:50 AM",0
"77",31175,"8:00 - 10:50 AM|11:00 - 11:50 AM","T|MWF","A01",0,"ANS 002","T 8:00 - 10:50 AM#M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM",0
"78",31176,"8:00 - 10:50 AM|11:00 - 11:50 AM","T|MWF","A02",0,"ANS 002","T 8:00 - 10:50 AM#M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM",0
"79",31177,"11:00 - 11:50 AM|11:00 - 1:50 PM","MWF|T","A03",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#T 11:00 - 1:50 PM",0
"80",31178,"11:00 - 11:50 AM|11:00 - 1:50 PM","MWF|T","A04",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#T 11:00 - 1:50 PM",0
"81",31179,"11:00 - 11:50 AM|2:10 - 5:00 PM","MWF|T","A05",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#T 2:10 - 5:00 PM",0
"82",31180,"11:00 - 11:50 AM|2:10 - 5:00 PM","MWF|T","A06",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#T 2:10 - 5:00 PM",0
"83",31181,"8:00 - 10:50 AM|11:00 - 11:50 AM","W|MWF","A07",0,"ANS 002","W 8:00 - 10:50 AM#M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM",0
"84",31182,"8:00 - 10:50 AM|11:00 - 11:50 AM","W|MWF","A08",0,"ANS 002","W 8:00 - 10:50 AM#M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM",0
"85",31183,"11:00 - 11:50 AM|12:10 - 3:00 PM","MWF|W","A09",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#W 12:10 - 3:00 PM",0
"86",31184,"11:00 - 11:50 AM|12:10 - 3:00 PM","MWF|W","A10",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#W 12:10 - 3:00 PM",0
"87",31185,"11:00 - 11:50 AM|3:10 - 6:00 PM","MWF|W","A11",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#W 3:10 - 6:00 PM",0
"88",31186,"11:00 - 11:50 AM|3:10 - 6:00 PM","MWF|W","A12",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#W 3:10 - 6:00 PM",0
"89",31187,"8:00 - 10:50 AM|11:00 - 11:50 AM","R|MWF","A13",0,"ANS 002","R 8:00 - 10:50 AM#M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM",0
"90",31188,"8:00 - 10:50 AM|11:00 - 11:50 AM","R|MWF","A14",1,"ANS 002","R 8:00 - 10:50 AM#M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM",0
"91",31189,"11:00 - 11:50 AM|11:00 - 1:50 PM","MWF|R","A15",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#R 11:00 - 1:50 PM",0
"92",31190,"11:00 - 11:50 AM|11:00 - 1:50 PM","MWF|R","A16",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#R 11:00 - 1:50 PM",0
"93",31191,"11:00 - 11:50 AM|2:10 - 5:00 PM","MWF|R","A17",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#R 2:10 - 5:00 PM",0
"94",31192,"11:00 - 11:50 AM|2:10 - 5:00 PM","MWF|R","A18",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#R 2:10 - 5:00 PM",0
"95",31193,"8:00 - 10:50 AM|11:00 - 11:50 AM","F|MWF","A19",0,"ANS 002","F 8:00 - 10:50 AM#M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM",0
"96",31194,"8:00 - 10:50 AM|11:00 - 11:50 AM","F|MWF","A20",0,"ANS 002","F 8:00 - 10:50 AM#M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM",0
"97",31195,"11:00 - 11:50 AM|12:10 - 3:00 PM","MWF|F","A21",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#F 12:10 - 3:00 PM",0
"98",31196,"11:00 - 11:50 AM|12:10 - 3:00 PM","MWF|F","A22",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#F 12:10 - 3:00 PM",0
"99",31197,"11:00 - 11:50 AM|3:10 - 6:00 PM","MWF|F","A23",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#F 3:10 - 6:00 PM",0
"100",31198,"11:00 - 11:50 AM|3:10 - 6:00 PM","MWF|F","A24",0,"ANS 002","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#F 3:10 - 6:00 PM",0
"101",31199,"2:10 - 5:00 PM","MW","001",6,"ANS 021","M 2:10 - 5:00 PM#W 2:10 - 5:00 PM",0
"102",31429,"12:10 - 1:00 PM|12:10 - 1:00 PM","MTWR|F","001",0,"ANS 100","M 12:10 - 1:00 PM#T 12:10 - 1:00 PM#W 12:10 - 1:00 PM#R 12:10 - 1:00 PM#F 12:10 - 1:00 PM",0
"103",31430,"9:00 - 9:50 AM|12:10 - 1:00 PM","R|MWF","A01",0,"ANS 104","R 9:00 - 9:50 AM#M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM",0
"104",31431,"12:10 - 1:00 PM|1:10 - 2:00 PM","MWF|R","A02",0,"ANS 104","M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM#R 1:10 - 2:00 PM",0
"105",31432,"12:10 - 1:00 PM|10:00 - 10:50 AM","MWF|F","A03",0,"ANS 104","M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM#F 10:00 - 10:50 AM",0
"106",31433,"12:10 - 1:00 PM|10:00 - 10:50 AM","MWF|F","A04",0,"ANS 104","M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM#F 10:00 - 10:50 AM",0
"107",31434,"2:10 - 3:00 PM|12:10 - 1:00 PM","F|MWF","A05",0,"ANS 104","F 2:10 - 3:00 PM#M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM",0
"108",31435,"2:10 - 3:00 PM|12:10 - 1:00 PM","F|MWF","A06",0,"ANS 104","F 2:10 - 3:00 PM#M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM",0
"109",31436,"12:10 - 1:00 PM|4:10 - 5:00 PM","MWF|F","A07",0,"ANS 104","M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM#F 4:10 - 5:00 PM",0
"110",31437,"9:00 - 10:20 AM","TR","001",0,"ANS 112","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"111",31438,"9:00 - 9:50 AM|11:00 - 11:50 AM","MWF|M","A01",0,"ANS 123","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#M 11:00 - 11:50 AM",0
"112",31439,"9:00 - 9:50 AM|1:10 - 2:00 PM","MWF|M","A02",0,"ANS 123","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#M 1:10 - 2:00 PM",0
"113",31440,"8:00 - 8:50 AM|9:00 - 9:50 AM","T|MWF","A03",0,"ANS 123","T 8:00 - 8:50 AM#M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM",0
"114",31441,"9:00 - 9:50 AM|5:10 - 6:00 PM","MWF|T","A04",0,"ANS 123","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#T 5:10 - 6:00 PM",0
"115",31442,"9:00 - 9:50 AM|11:00 - 11:50 AM","MWF|W","A05",0,"ANS 123","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#W 11:00 - 11:50 AM",0
"116",31443,"9:00 - 9:50 AM|5:10 - 6:00 PM","MWF|W","A06",0,"ANS 123","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#W 5:10 - 6:00 PM",0
"117",31444,"9:00 - 9:50 AM|10:00 - 10:50 AM","MWF|R","A07",0,"ANS 123","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#R 10:00 - 10:50 AM",0
"118",31445,"11:00 - 11:50 AM|9:00 - 9:50 AM","F|MWF","A08",0,"ANS 123","F 11:00 - 11:50 AM#M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM",0
"119",31446,"5:10 - 6:00 PM|9:00 - 9:50 AM","M|MWF","A09",0,"ANS 123","M 5:10 - 6:00 PM#M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM",0
"120",31447,"1:10 - 2:00 PM|9:00 - 9:50 AM","F|MWF","A10",0,"ANS 123","F 1:10 - 2:00 PM#M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM",0
"121",31448,"8:00 - 8:50 AM|9:00 - 9:50 AM","T|MWF","A11",0,"ANS 123","T 8:00 - 8:50 AM#M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM",0
"122",31449,"9:00 - 9:50 AM|6:10 - 7:00 PM","MWF|W","A12",2,"ANS 123","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#W 6:10 - 7:00 PM",0
"123",31452,"10:30 - 11:50 AM","TR","001",7,"ANS 127","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"124",31453,"10:00 - 12:50 PM|9:00 - 11:50 AM|9:00 - 9:50 AM","T|R|T","001",0,"ANS 130","T 10:00 - 12:50 PM#R 9:00 - 11:50 AM#T 9:00 - 9:50 AM",0
"125",31454,"2:10 - 5:00 PM|2:10 - 5:00 PM|10:00 - 10:50 AM","R|T|M","001",0,"ANS 137","R 2:10 - 5:00 PM#T 2:10 - 5:00 PM#M 10:00 - 10:50 AM",0
"126",31455,"1:10 - 3:00 PM","MW","001",26,"ANS 141","M 1:10 - 3:00 PM#W 1:10 - 3:00 PM",0
"127",31457,"12:10 - 4:00 PM|8:00 - 8:50 AM","W|MWF","001",18,"ANS 146","W 12:10 - 4:00 PM#M 8:00 - 8:50 AM#W 8:00 - 8:50 AM#F 8:00 - 8:50 AM",0
"128",31458,"10:00 - 11:50 AM","TR","001",6,"ANS 148","T 10:00 - 11:50 AM#R 10:00 - 11:50 AM",0
"129",31459,"9:00 - 10:20 AM|12:10 - 1:00 PM","TR|W","A01",13,"ANS 150","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM#W 12:10 - 1:00 PM",0
"130",31460,"9:00 - 10:20 AM|1:10 - 2:00 PM","TR|W","A02",2,"ANS 150","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM#W 1:10 - 2:00 PM",0
"131",31462,"3:10 - 4:00 PM|4:10 - 5:00 PM","MWF|M","A01",0,"ANS 170","M 3:10 - 4:00 PM#W 3:10 - 4:00 PM#F 3:10 - 4:00 PM#M 4:10 - 5:00 PM",0
"132",31463,"9:00 - 9:50 AM|3:10 - 4:00 PM","R|MWF","A02",0,"ANS 170","R 9:00 - 9:50 AM#M 3:10 - 4:00 PM#W 3:10 - 4:00 PM#F 3:10 - 4:00 PM",0
"133",31464,"3:10 - 4:00 PM|4:10 - 5:00 PM","MWF|W","A03",0,"ANS 170","M 3:10 - 4:00 PM#W 3:10 - 4:00 PM#F 3:10 - 4:00 PM#W 4:10 - 5:00 PM",0
"134",31465,"3:10 - 4:00 PM|4:10 - 5:00 PM","MWF|W","A04",0,"ANS 170","M 3:10 - 4:00 PM#W 3:10 - 4:00 PM#F 3:10 - 4:00 PM#W 4:10 - 5:00 PM",0
"135",31466,"3:10 - 4:00 PM|4:10 - 5:00 PM","MWF|M","A05",0,"ANS 170","M 3:10 - 4:00 PM#W 3:10 - 4:00 PM#F 3:10 - 4:00 PM#M 4:10 - 5:00 PM",0
"136",31467,"3:10 - 4:00 PM|4:10 - 5:00 PM","MWF|W","A06",0,"ANS 170","M 3:10 - 4:00 PM#W 3:10 - 4:00 PM#F 3:10 - 4:00 PM#W 4:10 - 5:00 PM",0
"137",31468,"11:00 - 11:50 AM|3:10 - 4:00 PM","R|MWF","A07",0,"ANS 170","R 11:00 - 11:50 AM#M 3:10 - 4:00 PM#W 3:10 - 4:00 PM#F 3:10 - 4:00 PM",0
"138",31992,"4:40 - 6:00 PM|8:00 - 8:50 AM","TR|W","A01",0,"ANT 001","T 4:40 - 6:00 PM#R 4:40 - 6:00 PM#W 8:00 - 8:50 AM",0
"139",31993,"4:40 - 6:00 PM|9:00 - 9:50 AM","TR|W","A02",0,"ANT 001","T 4:40 - 6:00 PM#R 4:40 - 6:00 PM#W 9:00 - 9:50 AM",0
"140",31994,"10:00 - 10:50 AM|4:40 - 6:00 PM","W|TR","A03",0,"ANT 001","W 10:00 - 10:50 AM#T 4:40 - 6:00 PM#R 4:40 - 6:00 PM",0
"141",31995,"4:40 - 6:00 PM|11:00 - 11:50 AM","TR|W","A04",0,"ANT 001","T 4:40 - 6:00 PM#R 4:40 - 6:00 PM#W 11:00 - 11:50 AM",0
"142",31996,"4:40 - 6:00 PM|12:10 - 1:00 PM","TR|W","A05",0,"ANT 001","T 4:40 - 6:00 PM#R 4:40 - 6:00 PM#W 12:10 - 1:00 PM",0
"143",31997,"4:40 - 6:00 PM|1:10 - 2:00 PM","TR|W","A06",0,"ANT 001","T 4:40 - 6:00 PM#R 4:40 - 6:00 PM#W 1:10 - 2:00 PM",0
"144",31998,"4:40 - 6:00 PM|2:10 - 3:00 PM","TR|W","A07",0,"ANT 001","T 4:40 - 6:00 PM#R 4:40 - 6:00 PM#W 2:10 - 3:00 PM",0
"145",31999,"3:10 - 4:00 PM|4:40 - 6:00 PM","W|TR","A08",1,"ANT 001","W 3:10 - 4:00 PM#T 4:40 - 6:00 PM#R 4:40 - 6:00 PM",0
