"","CRN","all_time","all_days","Section","Seats","course_name","format.time","has.tba"
"1983",48722,"7:10 - 8:00 PM|11:00 - 11:50 AM","T|MWF","A02",8,"MAT 135A","T 7:10 - 8:00 PM#M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM",0
"1984",48724,"12:10 - 1:00 PM|5:10 - 6:00 PM","MWF|R","A01",0,"MAT 135B","M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM#R 5:10 - 6:00 PM",0
"1985",48725,"4:10 - 5:00 PM|12:10 - 1:00 PM","R|MWF","A02",0,"MAT 135B","R 4:10 - 5:00 PM#M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM",0
"1986",48728,"2:10 - 3:00 PM|5:10 - 6:00 PM","MWF|T","A01",0,"MAT 141","M 2:10 - 3:00 PM#W 2:10 - 3:00 PM#F 2:10 - 3:00 PM#T 5:10 - 6:00 PM",0
"1987",48729,"2:10 - 3:00 PM|6:10 - 7:00 PM","MWF|T","A02",10,"MAT 141","M 2:10 - 3:00 PM#W 2:10 - 3:00 PM#F 2:10 - 3:00 PM#T 6:10 - 7:00 PM",0
"1988",48730,"12:10 - 1:00 PM","MWF","001",0,"MAT 145","M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM",0
"1989",48732,"12:10 - 1:00 PM|7:10 - 8:00 PM","MWF|R","A01",1,"MAT 150C","M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM#R 7:10 - 8:00 PM",0
"1990",48734,"3:10 - 4:00 PM","MWF","001",17,"MAT 180","M 3:10 - 4:00 PM#W 3:10 - 4:00 PM#F 3:10 - 4:00 PM",0
"1991",48735,"4:10 - 5:00 PM","MWF","001",11,"MAT 189","M 4:10 - 5:00 PM#W 4:10 - 5:00 PM#F 4:10 - 5:00 PM",0
"1992",48803,"9:00 - 9:50 AM|9:00 - 9:50 AM","MWF|T","001",15,"MAT 201C","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#T 9:00 - 9:50 AM",0
"1993",48804,"10:00 - 10:50 AM|TBA","MWF|NA","001",21,"MAT 207C","M 10:00 - 10:50 AM#W 10:00 - 10:50 AM#F 10:00 - 10:50 AM",1
"1994",48810,"10:00 - 10:50 AM|10:00 - 10:50 AM","MWF|T","001",14,"MAT 250C","M 10:00 - 10:50 AM#W 10:00 - 10:50 AM#F 10:00 - 10:50 AM#T 10:00 - 10:50 AM",0
"1995",49003,"12:10 - 1:30 PM|6:10 - 7:00 PM","TR|W","A01",0,"MCB 010","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#W 6:10 - 7:00 PM",0
"1996",49004,"12:10 - 1:30 PM|7:10 - 8:00 PM","TR|W","A02",5,"MCB 010","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#W 7:10 - 8:00 PM",0
"1997",49005,"12:10 - 1:30 PM|6:10 - 7:00 PM","TR|R","A03",3,"MCB 010","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#R 6:10 - 7:00 PM",0
"1998",49006,"12:10 - 1:30 PM|5:10 - 6:00 PM","TR|R","A04",1,"MCB 010","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#R 5:10 - 6:00 PM",0
"1999",49007,"10:00 - 10:50 AM|12:10 - 1:30 PM","F|TR","A05",8,"MCB 010","F 10:00 - 10:50 AM#T 12:10 - 1:30 PM#R 12:10 - 1:30 PM",0
"2000",49008,"11:00 - 11:50 AM|12:10 - 1:30 PM","F|TR","A06",8,"MCB 010","F 11:00 - 11:50 AM#T 12:10 - 1:30 PM#R 12:10 - 1:30 PM",0
"2001",49009,"12:10 - 1:30 PM|12:10 - 1:00 PM","TR|F","A07",12,"MCB 010","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#F 12:10 - 1:00 PM",0
"2002",49010,"12:10 - 1:30 PM|1:10 - 2:00 PM","TR|F","A08",21,"MCB 010","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#F 1:10 - 2:00 PM",0
"2003",49011,"12:10 - 1:30 PM|7:10 - 8:00 PM","TR|W","A09",17,"MCB 010","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#W 7:10 - 8:00 PM",0
"2004",49012,"1:10 - 2:00 PM|12:10 - 1:30 PM","F|TR","A10",21,"MCB 010","F 1:10 - 2:00 PM#T 12:10 - 1:30 PM#R 12:10 - 1:30 PM",0
"2005",49013,"12:10 - 1:30 PM|4:10 - 5:00 PM","TR|W","A11",0,"MCB 010","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#W 4:10 - 5:00 PM",0
"2006",49014,"12:10 - 1:30 PM|5:10 - 6:00 PM","TR|W","A12",8,"MCB 010","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#W 5:10 - 6:00 PM",0
"2007",49138,"TBA|12:10 - 2:00 PM|TBA","NA|F|NA","001",33,"MCB 110Y","F 12:10 - 2:00 PM",1
"2008",49139,"12:10 - 1:00 PM|12:10 - 1:00 PM","MW|F","001",11,"MCB 120","M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM",0
"2009",49140,"1:10 - 6:00 PM","MW","001",3,"MCB 120L","M 1:10 - 6:00 PM#W 1:10 - 6:00 PM",0
"2010",49141,"1:10 - 6:00 PM","TR","002",19,"MCB 120L","T 1:10 - 6:00 PM#R 1:10 - 6:00 PM",0
"2011",49142,"10:30 - 11:50 AM","TR","001",68,"MCB 121","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"2012",49143,"10:00 - 10:50 AM","MWF","001",43,"MCB 123","M 10:00 - 10:50 AM#W 10:00 - 10:50 AM#F 10:00 - 10:50 AM",0
"2013",49144,"9:00 - 10:20 AM","TR","001",26,"MCB 143","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"2014",49145,"9:00 - 9:50 AM","MWF","001",11,"MCB 145","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM",0
"2015",49146,"2:10 - 5:00 PM|1:10 - 2:00 PM|1:10 - 2:00 PM","MW|F|MW","001",0,"MCB 160L","M 2:10 - 5:00 PM#W 2:10 - 5:00 PM#F 1:10 - 2:00 PM#M 1:10 - 2:00 PM#W 1:10 - 2:00 PM",0
"2016",49148,"1:40 - 3:00 PM","TR","001",1,"MCB 182","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",0
"2017",50049,"12:10 - 1:00 PM","F","001",22,"MCB 259","F 12:10 - 1:00 PM",0
"2018",50548,"7:10 - 9:30 PM","MW","001",13,"MCN 262","M 7:10 - 9:30 PM#W 7:10 - 9:30 PM",0
"2019",50549,"9:00 - 9:50 AM","MTWRF","001",26,"MCP 210C","M 9:00 - 9:50 AM#T 9:00 - 9:50 AM#W 9:00 - 9:50 AM#R 9:00 - 9:50 AM#F 9:00 - 9:50 AM",0
"2020",50552,"10:00 - 10:50 AM","TWR","001",13,"MCP 234","T 10:00 - 10:50 AM#W 10:00 - 10:50 AM#R 10:00 - 10:50 AM",0
"2021",50553,"10:00 - 10:50 AM","MW","001",-1,"MCP 255","M 10:00 - 10:50 AM#W 10:00 - 10:50 AM",0
"2022",50555,"12:10 - 1:00 PM","F","001",13,"MCP 290","F 12:10 - 1:00 PM",0
"2023",50745,"TBA|TBA|TBA","NA|NA|NA","001",25,"MDS 493QC","",1
"2024",50754,"TBA","S","001",1,"MGB 201A","TBA",1
"2025",50755,"TBA","NA","001",1,"MGB 205","TBA",1
"2026",50756,"TBA","F","001",24,"MGB 249","TBA",1
"2027",50757,"TBA","F","001",17,"MGB 252","TBA",1
"2028",50759,"TBA","NA","001",0,"MGB 267","TBA",1
"2029",50760,"TBA","F","001",19,"MGB 269","TBA",1
"2030",50761,"TBA","NA","001",15,"MGB 293","TBA",1
"2031",50773,"TBA","U","001",8,"MGB 423","TBA",1
"2032",50774,"TBA","U","001",12,"MGB 433","TBA",1
"2033",50775,"TBA","U","001",13,"MGB 490","TBA",1
"2034",50776,"TBA","U","002",42,"MGB 490","TBA",1
"2035",50787,"TBA","F","001",23,"MGP 201A","TBA",1
"2036",50788,"TBA","S","001",23,"MGP 205","TBA",1
"2037",50791,"TBA","S","001",6,"MGP 252","TBA",1
"2038",50792,"TBA","NA","001",3,"MGP 255","TBA",1
"2039",50794,"TBA","NA","001",4,"MGP 267","TBA",1
"2040",50795,"TBA","S","001",21,"MGP 269","TBA",1
"2041",50796,"TBA","F","001",28,"MGP 293","TBA",1
"2042",50833,"TBA","S","001",7,"MGP 423","TBA",1
"2043",50836,"TBA","U","001",10,"MGP 435","TBA",1
"2044",50837,"TBA","S","001",44,"MGP 440","TBA",1
"2045",50838,"TBA","M","002",7,"MGP 440","TBA",1
"2046",50839,"TBA","M","003",0,"MGP 440","TBA",1
"2047",50849,"9:00 - 9:50 AM|7:40 - 9:00 PM","W|TR","A01",0,"MGT 011A","W 9:00 - 9:50 AM#T 7:40 - 9:00 PM#R 7:40 - 9:00 PM",0
"2048",50850,"10:00 - 10:50 AM|7:40 - 9:00 PM","W|TR","A02",0,"MGT 011A","W 10:00 - 10:50 AM#T 7:40 - 9:00 PM#R 7:40 - 9:00 PM",0
"2049",50851,"2:10 - 3:00 PM|7:40 - 9:00 PM","W|TR","A03",0,"MGT 011A","W 2:10 - 3:00 PM#T 7:40 - 9:00 PM#R 7:40 - 9:00 PM",0
"2050",50852,"3:10 - 4:00 PM|7:40 - 9:00 PM","W|TR","A04",0,"MGT 011A","W 3:10 - 4:00 PM#T 7:40 - 9:00 PM#R 7:40 - 9:00 PM",0
"2051",50853,"8:00 - 8:50 AM|12:10 - 1:30 PM","W|TR","A01",0,"MGT 011B","W 8:00 - 8:50 AM#T 12:10 - 1:30 PM#R 12:10 - 1:30 PM",0
"2052",50854,"8:00 - 8:50 AM|12:10 - 1:30 PM","W|TR","A02",0,"MGT 011B","W 8:00 - 8:50 AM#T 12:10 - 1:30 PM#R 12:10 - 1:30 PM",0
"2053",50855,"12:10 - 1:30 PM|7:10 - 8:00 PM","TR|W","A03",0,"MGT 011B","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#W 7:10 - 8:00 PM",0
"2054",50856,"12:10 - 1:30 PM|7:10 - 8:00 PM","TR|W","A04",0,"MGT 011B","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#W 7:10 - 8:00 PM",0
"2055",50857,"12:10 - 1:30 PM|6:10 - 7:00 PM","TR|W","A05",0,"MGT 011B","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#W 6:10 - 7:00 PM",0
"2056",50858,"12:10 - 1:30 PM|6:10 - 7:00 PM","TR|W","A06",0,"MGT 011B","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM#W 6:10 - 7:00 PM",0
"2057",50859,"8:00 - 8:50 AM|1:40 - 3:00 PM","W|TR","B01",16,"MGT 011B","W 8:00 - 8:50 AM#T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",0
"2058",50860,"8:00 - 8:50 AM|1:40 - 3:00 PM","W|TR","B02",20,"MGT 011B","W 8:00 - 8:50 AM#T 1:40 - 3:00 PM#R 1:40 - 3:00 PM",0
"2059",50861,"1:40 - 3:00 PM|6:10 - 7:00 PM","TR|W","B03",0,"MGT 011B","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM#W 6:10 - 7:00 PM",0
"2060",50862,"1:40 - 3:00 PM|6:10 - 7:00 PM","TR|W","B04",6,"MGT 011B","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM#W 6:10 - 7:00 PM",0
"2061",50863,"1:40 - 3:00 PM|7:10 - 8:00 PM","TR|W","B05",16,"MGT 011B","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM#W 7:10 - 8:00 PM",0
"2062",50864,"1:40 - 3:00 PM|7:10 - 8:00 PM","TR|W","B06",19,"MGT 011B","T 1:40 - 3:00 PM#R 1:40 - 3:00 PM#W 7:10 - 8:00 PM",0
"2063",50867,"10:30 - 11:50 AM|2:10 - 3:00 PM","TR|F","A01",0,"MGT 107","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#F 2:10 - 3:00 PM",0
"2064",50868,"10:30 - 11:50 AM|3:10 - 4:00 PM","TR|F","A02",0,"MGT 107","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM#F 3:10 - 4:00 PM",0
"2065",50869,"3:10 - 4:00 PM|10:30 - 11:50 AM","F|TR","A03",6,"MGT 107","F 3:10 - 4:00 PM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"2066",50870,"4:10 - 5:00 PM|10:30 - 11:50 AM","F|TR","A04",6,"MGT 107","F 4:10 - 5:00 PM#T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"2067",50871,"9:00 - 11:50 AM|4:10 - 5:00 PM","F|T","A01",0,"MGT 120","F 9:00 - 11:50 AM#T 4:10 - 5:00 PM",0
"2068",50872,"9:00 - 11:50 AM|5:10 - 6:00 PM","F|T","A02",0,"MGT 120","F 9:00 - 11:50 AM#T 5:10 - 6:00 PM",0
"2069",50873,"9:00 - 11:50 AM|4:10 - 5:00 PM","F|R","A03",0,"MGT 120","F 9:00 - 11:50 AM#R 4:10 - 5:00 PM",0
"2070",50874,"9:00 - 11:50 AM|5:10 - 6:00 PM","F|R","A04",0,"MGT 120","F 9:00 - 11:50 AM#R 5:10 - 6:00 PM",0
"2071",50875,"9:00 - 9:50 AM|6:10 - 9:00 PM","F|M","A01",0,"MGT 140","F 9:00 - 9:50 AM#M 6:10 - 9:00 PM",0
"2072",50876,"10:00 - 10:50 AM|6:10 - 9:00 PM","F|M","A02",0,"MGT 140","F 10:00 - 10:50 AM#M 6:10 - 9:00 PM",0
"2073",50877,"11:00 - 11:50 AM|6:10 - 9:00 PM","F|M","A03",0,"MGT 140","F 11:00 - 11:50 AM#M 6:10 - 9:00 PM",0
"2074",50878,"12:10 - 1:00 PM|6:10 - 9:00 PM","F|M","A04",0,"MGT 140","F 12:10 - 1:00 PM#M 6:10 - 9:00 PM",0
"2075",50879,"12:10 - 1:00 PM|6:10 - 9:00 PM","F|R","A01",0,"MGT 150","F 12:10 - 1:00 PM#R 6:10 - 9:00 PM",0
"2076",50880,"6:10 - 9:00 PM|1:10 - 2:00 PM","R|F","A02",0,"MGT 150","R 6:10 - 9:00 PM#F 1:10 - 2:00 PM",0
"2077",50881,"6:10 - 9:00 PM|2:10 - 3:00 PM","R|F","A03",0,"MGT 150","R 6:10 - 9:00 PM#F 2:10 - 3:00 PM",0
"2078",50882,"3:10 - 4:00 PM|6:10 - 9:00 PM","F|R","A04",0,"MGT 150","F 3:10 - 4:00 PM#R 6:10 - 9:00 PM",0
"2079",50883,"12:10 - 1:00 PM|6:40 - 9:30 PM","F|W","A01",0,"MGT 160","F 12:10 - 1:00 PM#W 6:40 - 9:30 PM",0
"2080",50884,"1:10 - 2:00 PM|6:40 - 9:30 PM","F|W","A02",0,"MGT 160","F 1:10 - 2:00 PM#W 6:40 - 9:30 PM",0
"2081",50885,"2:10 - 3:00 PM|6:40 - 9:30 PM","F|W","A03",0,"MGT 160","F 2:10 - 3:00 PM#W 6:40 - 9:30 PM",0
"2082",50886,"2:10 - 3:00 PM|9:00 - 10:20 AM","F|TR","A01",0,"MGT 170","F 2:10 - 3:00 PM#T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"2083",50887,"9:00 - 10:20 AM|2:10 - 3:00 PM","TR|F","A02",0,"MGT 170","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM#F 2:10 - 3:00 PM",0
"2084",50888,"9:00 - 10:20 AM|3:10 - 4:00 PM","TR|F","A03",0,"MGT 170","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM#F 3:10 - 4:00 PM",0
"2085",50889,"9:00 - 10:20 AM|3:10 - 4:00 PM","TR|F","A04",0,"MGT 170","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM#F 3:10 - 4:00 PM",0
"2086",50890,"6:40 - 9:30 PM|4:10 - 5:00 PM","T|R","A01",0,"MGT 180","T 6:40 - 9:30 PM#R 4:10 - 5:00 PM",0
"2087",50891,"6:40 - 9:30 PM|5:10 - 6:00 PM","T|R","A02",0,"MGT 180","T 6:40 - 9:30 PM#R 5:10 - 6:00 PM",0
"2088",50892,"6:40 - 9:30 PM|6:10 - 7:00 PM","T|R","A03",0,"MGT 180","T 6:40 - 9:30 PM#R 6:10 - 7:00 PM",0
"2089",50895,"TBA","NA","001",4,"MGT 201A","TBA",1
"2090",50898,"TBA","NA","001",0,"MGT 243","TBA",1
"2091",50899,"TBA","NA","001",38,"MGT 249","TBA",1
"2092",50900,"TBA","NA","001",5,"MGT 252","TBA",1
"2093",50901,"TBA","NA","001",0,"MGT 255","TBA",1
"2094",50904,"TBA","NA","001",5,"MGT 267","TBA",1
"2095",50905,"TBA","NA","001",27,"MGT 269","TBA",1
"2096",50906,"TBA","NA","001",30,"MGT 285","TBA",1
"2097",50908,"TBA","NA","001",0,"MGT 292","TBA",1
"2098",50909,"TBA","NA","001",14,"MGT 293","TBA",1
"2099",50910,"TBA","NA","002",9,"MGT 293","TBA",1
"2100",50950,"TBA","U","001",4,"MGT 423","TBA",1
"2101",50962,"TBA","NA","001",13,"MGV 201AV","TBA",1
"2102",50963,"TBA","NA","002",1,"MGV 201AV","TBA",1
"2103",50964,"TBA","NA","003",0,"MGV 201AV","TBA",1
"2104",50965,"TBA","NA","004",24,"MGV 201AV","TBA",1
"2105",50966,"TBA","NA","001",0,"MGV 202AV","TBA",1
"2106",50967,"TBA","NA","002",0,"MGV 202AV","TBA",1
"2107",50968,"TBA","NA","003",1,"MGV 202AV","TBA",1
"2108",50969,"TBA","NA","001",1,"MGV 204V","TBA",1
"2109",50970,"TBA","NA","001",0,"MGV 205V","TBA",1
"2110",50971,"TBA","NA","001",1,"MGV 246V","TBA",1
"2111",50972,"TBA","NA","002",8,"MGV 246V","TBA",1
"2112",50973,"TBA","NA","001",0,"MGV 268V","TBA",1
"2113",50974,"TBA","NA","001",0,"MGV 400AV","TBA",1
"2114",50975,"TBA","NA","002",0,"MGV 400AV","TBA",1
"2115",50976,"TBA","NA","003",2,"MGV 400AV","TBA",1
"2116",50977,"TBA","NA","001",5,"MGV 403AV","TBA",1
"2117",50978,"TBA","NA","002",0,"MGV 403AV","TBA",1
"2118",50979,"TBA","NA","003",0,"MGV 403AV","TBA",1
"2119",50980,"TBA","NA","001",0,"MGV 438V","TBA",1
"2120",50981,"TBA","NA","002",18,"MGV 438V","TBA",1
"2121",50982,"TBA","NA","003",0,"MGV 438V","TBA",1
"2122",50983,"TBA","NA","001",0,"MGV 490AV","TBA",1
"2123",50984,"TBA","NA","002",0,"MGV 490AV","TBA",1
"2124",50985,"TBA","NA","003",0,"MGV 490AV","TBA",1
"2125",50990,"TBA","NA","001",33,"MHI 290","TBA",1
"2126",51003,"TBA","NA","001",24,"MIB 201L","TBA",1
"2127",51069,"12:10 - 1:00 PM","F","001",29,"MIC 091","F 12:10 - 1:00 PM",0
"2128",51105,"10:30 - 11:50 AM","TR","001",102,"MIC 102","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"2129",51106,"6:10 - 7:00 PM|9:00 - 11:50 AM","M|T","A01",0,"MIC 103L","M 6:10 - 7:00 PM#T 9:00 - 11:50 AM",0
"2130",51107,"6:10 - 7:00 PM|9:00 - 11:50 AM","M|T","A02",0,"MIC 103L","M 6:10 - 7:00 PM#T 9:00 - 11:50 AM",0
"2131",51108,"6:10 - 7:00 PM|1:10 - 4:00 PM","M|T","A03",0,"MIC 103L","M 6:10 - 7:00 PM#T 1:10 - 4:00 PM",0
"2132",51109,"6:10 - 7:00 PM|1:10 - 4:00 PM","M|T","A04",0,"MIC 103L","M 6:10 - 7:00 PM#T 1:10 - 4:00 PM",0
"2133",51110,"6:10 - 7:00 PM|9:00 - 11:50 AM","M|W","A05",0,"MIC 103L","M 6:10 - 7:00 PM#W 9:00 - 11:50 AM",0
"2134",51111,"6:10 - 7:00 PM|9:00 - 11:50 AM","M|W","A06",0,"MIC 103L","M 6:10 - 7:00 PM#W 9:00 - 11:50 AM",0
"2135",51112,"6:10 - 7:00 PM|1:10 - 4:00 PM","M|W","A07",0,"MIC 103L","M 6:10 - 7:00 PM#W 1:10 - 4:00 PM",0
"2136",51113,"1:10 - 4:00 PM|6:10 - 7:00 PM","W|M","A08",0,"MIC 103L","W 1:10 - 4:00 PM#M 6:10 - 7:00 PM",0
"2137",51114,"6:10 - 7:00 PM|9:00 - 11:50 AM","M|R","A09",0,"MIC 103L","M 6:10 - 7:00 PM#R 9:00 - 11:50 AM",0
"2138",51115,"6:10 - 7:00 PM|9:00 - 11:50 AM","M|R","A10",0,"MIC 103L","M 6:10 - 7:00 PM#R 9:00 - 11:50 AM",0
"2139",51118,"6:10 - 7:00 PM|1:10 - 4:00 PM","M|R","B01",0,"MIC 103L","M 6:10 - 7:00 PM#R 1:10 - 4:00 PM",0
"2140",51119,"1:10 - 4:00 PM|6:10 - 7:00 PM","R|M","B02",0,"MIC 103L","R 1:10 - 4:00 PM#M 6:10 - 7:00 PM",0
"2141",51120,"9:00 - 11:50 AM|6:10 - 7:00 PM","F|M","B03",0,"MIC 103L","F 9:00 - 11:50 AM#M 6:10 - 7:00 PM",0
"2142",51121,"9:00 - 11:50 AM|6:10 - 7:00 PM","F|M","B04",0,"MIC 103L","F 9:00 - 11:50 AM#M 6:10 - 7:00 PM",0
"2143",51122,"1:10 - 4:00 PM|6:10 - 7:00 PM","F|M","B05",0,"MIC 103L","F 1:10 - 4:00 PM#M 6:10 - 7:00 PM",0
"2144",51123,"1:10 - 4:00 PM|6:10 - 7:00 PM","F|M","B06",0,"MIC 103L","F 1:10 - 4:00 PM#M 6:10 - 7:00 PM",0
"2145",51126,"12:10 - 1:00 PM|1:10 - 4:00 PM","T|TR","A01",0,"MIC 105L","T 12:10 - 1:00 PM#T 1:10 - 4:00 PM#R 1:10 - 4:00 PM",0
"2146",51127,"12:10 - 1:00 PM|1:10 - 4:00 PM","T|TR","A02",0,"MIC 105L","T 12:10 - 1:00 PM#T 1:10 - 4:00 PM#R 1:10 - 4:00 PM",0
"2147",51129,"9:00 - 9:50 AM","MWF","001",0,"MIC 120","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM",0
"2148",51130,"10:30 - 11:50 AM","TR","001",64,"MIC 170","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"2149",51132,"9:00 - 10:20 AM","TR","001",0,"MIC 175","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"2150",51151,"12:10 - 1:00 PM","F","001",11,"MIC 191","F 12:10 - 1:00 PM",0
"2151",51240,"10:00 - 11:50 AM","M","002",0,"MIC 275","M 10:00 - 11:50 AM",0
"2152",51259,"4:10 - 6:00 PM","W","001",85,"MIC 291","W 4:10 - 6:00 PM",0
"2153",51319,"3:10 - 4:00 PM","MWF","001",0,"MMI 188","M 3:10 - 4:00 PM#W 3:10 - 4:00 PM#F 3:10 - 4:00 PM",0
"2154",51366,"9:00 - 10:00 AM","TR","001",2,"MMI 280","T 9:00 - 10:00 AM#R 9:00 - 10:00 AM",0
"2155",51367,"12:10 - 1:00 PM","F","001",88,"MMI 291","F 12:10 - 1:00 PM",0
"2156",51453,"12:10 - 1:30 PM","TR","001",26,"MSA 180","T 12:10 - 1:30 PM#R 12:10 - 1:30 PM",0
"2157",51477,"11:00 - 11:50 AM","W","001",43,"MSC 013","W 11:00 - 11:50 AM",0
"2158",51478,"9:00 - 9:50 AM","R","002",34,"MSC 013","R 9:00 - 9:50 AM",0
"2159",51479,"3:10 - 5:00 PM","W","001",44,"MSC 014C","W 3:10 - 5:00 PM",0
"2160",51480,"9:00 - 10:50 AM","W","001",48,"MSC 021","W 9:00 - 10:50 AM",0
"2161",51481,"10:00 - 11:50 AM","R","002",37,"MSC 021","R 10:00 - 11:50 AM",0
"2162",51482,"3:10 - 5:00 PM","W","001",39,"MSC 024C","W 3:10 - 5:00 PM",0
"2163",51483,"10:00 - 11:50 AM","T","001",40,"MSC 131","T 10:00 - 11:50 AM",0
"2164",51484,"2:10 - 4:00 PM","T","002",38,"MSC 131","T 2:10 - 4:00 PM",0
"2165",51485,"3:10 - 5:00 PM","W","001",0,"MSC 134C","W 3:10 - 5:00 PM",0
"2166",51486,"12:10 - 2:00 PM","W","001",94,"MSC 141","W 12:10 - 2:00 PM",0
"2167",51487,"3:10 - 5:00 PM","W","001",0,"MSC 144C","W 3:10 - 5:00 PM",0
"2168",51525,"9:00 - 9:50 AM|10:00 - 10:50 AM","M|MWF","A01",0,"MUS 003A","M 9:00 - 9:50 AM#M 10:00 - 10:50 AM#W 10:00 - 10:50 AM#F 10:00 - 10:50 AM",0
"2169",51526,"11:00 - 11:50 AM|9:00 - 9:50 AM","MWF|M","A02",0,"MUS 003A","M 11:00 - 11:50 AM#W 11:00 - 11:50 AM#F 11:00 - 11:50 AM#M 9:00 - 9:50 AM",0
"2170",51527,"9:00 - 9:50 AM|12:10 - 1:00 PM","M|MWF","A03",0,"MUS 003A","M 9:00 - 9:50 AM#M 12:10 - 1:00 PM#W 12:10 - 1:00 PM#F 12:10 - 1:00 PM",0
"2171",51528,"9:00 - 9:50 AM|1:10 - 2:00 PM","M|MWF","A04",0,"MUS 003A","M 9:00 - 9:50 AM#M 1:10 - 2:00 PM#W 1:10 - 2:00 PM#F 1:10 - 2:00 PM",0
"2172",51529,"9:00 - 9:50 AM|2:10 - 3:00 PM","M|MWF","A05",0,"MUS 003A","M 9:00 - 9:50 AM#M 2:10 - 3:00 PM#W 2:10 - 3:00 PM#F 2:10 - 3:00 PM",0
"2173",51530,"10:00 - 10:50 AM","MWF","001",12,"MUS 006C","M 10:00 - 10:50 AM#W 10:00 - 10:50 AM#F 10:00 - 10:50 AM",0
"2174",51531,"10:30 - 11:50 AM","TR","001",10,"MUS 007C","T 10:30 - 11:50 AM#R 10:30 - 11:50 AM",0
"2175",51532,"9:00 - 9:50 AM|2:10 - 3:00 PM","MWF|M","A01",0,"MUS 010","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#M 2:10 - 3:00 PM",0
"2176",51533,"1:10 - 2:00 PM|9:00 - 9:50 AM","T|MWF","A02",1,"MUS 010","T 1:10 - 2:00 PM#M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM",0
"2177",51534,"9:00 - 9:50 AM|10:00 - 10:50 AM","MWF|R","A03",0,"MUS 010","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#R 10:00 - 10:50 AM",0
"2178",51535,"9:00 - 9:50 AM|10:00 - 10:50 AM","MWF|F","A04",0,"MUS 010","M 9:00 - 9:50 AM#W 9:00 - 9:50 AM#F 9:00 - 9:50 AM#F 10:00 - 10:50 AM",0
"2179",51538,"11:00 - 11:50 AM|9:00 - 10:20 AM","F|TR","A01",0,"MUS 011","F 11:00 - 11:50 AM#T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"2180",51539,"12:10 - 1:00 PM|9:00 - 10:20 AM","T|TR","A02",0,"MUS 011","T 12:10 - 1:00 PM#T 9:00 - 10:20 AM#R 9:00 - 10:20 AM",0
"2181",51540,"9:00 - 10:20 AM|3:10 - 4:00 PM","TR|R","A03",0,"MUS 011","T 9:00 - 10:20 AM#R 9:00 - 10:20 AM#R 3:10 - 4:00 PM",0
