"","CRN","Time","Days","SEC","Seats","Course Location"
"3438","43103","TBA",NA,"001","-2","ESP 212AREMASY TBA"
"3439","43103","TBA",NA,"001","-2","ESP 212AREMASY TBA"
"3440","43103","TBA",NA,"001","-2","ESP 212AREMASY TBA"
"3441","43165","4:40 - 6:00 PM","TR","001","108","ETX 030REMOTE TBA"
"3442","43206","5:10 - 6:00 PM","R","A01","1","ETX 102BREMOTE TBA"
"3443","43206","12:10 - 1:00 PM","MWF","A01","1","ETX 102BREMOTE TBA"
"3444","43206","9:00 - 11:50 AM","T","A01","1","ETX 102BMEYER 1312"
"3445","43207","12:10 - 1:00 PM","MWF","A02","0","ETX 102BREMOTE TBA"
"3446","43207","1:10 - 4:00 PM","T","A02","0","ETX 102BMEYER 1312"
"3447","43207","5:10 - 6:00 PM","R","A02","0","ETX 102BREMOTE TBA"
"3448","43208","9:00 - 11:50 AM","W","A03","9","ETX 102BMEYER 1312"
"3449","43208","12:10 - 1:00 PM","MWF","A03","9","ETX 102BREMOTE TBA"
"3450","43208","5:10 - 6:00 PM","R","A03","9","ETX 102BREMOTE TBA"
"3451","43209","1:10 - 4:00 PM","W","A04","4","ETX 102BMEYER 1312"
"3452","43209","12:10 - 1:00 PM","MWF","A04","4","ETX 102BREMOTE TBA"
"3453","43209","5:10 - 6:00 PM","R","A04","4","ETX 102BTBA"
"3454","43210","8:00 - 8:50 AM","R","A01","30","ETX 103BREMOTE TBA"
"3455","43210","9:00 - 11:50 AM","R","A01","30","ETX 103BREMOTE TBA"
"3456","43210","1:10 - 2:00 PM","MWF","A01","30","ETX 103BREMOTE TBA"
"3457","43211","1:10 - 2:00 PM","MWF","A02","11","ETX 103BREMOTE TBA"
"3458","43211","1:10 - 2:00 PM","R","A02","11","ETX 103BREMOTE TBA"
"3459","43211","2:10 - 5:00 PM","R","A02","11","ETX 103BREMOTE TBA"
"3460","43212","10:00 - 10:50 AM","MWF","001","32","ETX 128REMOTE TBA"
"3461","43213","3:10 - 4:30 PM","TR","001","27","ETX 146REMOTE TBA"
"3462","62900","9:00 - 9:50 AM","MWF","001","37","ETX 150REMOTE TBA"
"3463","62919","TBA",NA,"001","33","ETX 203TBA"
"3464","62919","1:10 - 3:00 PM","TR","001","33","ETX 203REMOTE TBA"
"3465","43385","10:00 - 10:50 AM","TWR","001","13","ETX 234REMOTE TBA"
"3466","43387","6:10 - 7:00 PM","WR","001","1","ETX 281REMOTE TBA"
"3467","43387","7:10 - 9:00 PM","WR","001","1","ETX 281REMOTE TBA"
"3468","43512","12:10 - 1:30 PM","TR","001","0","EVE 012REMOTE TBA"
"3469","43513","TBA",NA,"001","0","EVE 016TBA"
"3470","43513","1:10 - 4:00 PM","W","001","0","EVE 016REMOTE TBA"
"3471","43594","10:30 - 11:50 AM","TR","A01","0","EVE 100REMOTE TBA"
"3472","43594","9:00 - 9:50 AM","F","A01","0","EVE 100REMOTE TBA"
"3473","43595","10:30 - 11:50 AM","TR","A02","0","EVE 100REMOTE TBA"
"3474","43595","10:00 - 10:50 AM","F","A02","0","EVE 100REMOTE TBA"
"3475","43596","11:00 - 11:50 AM","F","A03","0","EVE 100REMOTE TBA"
"3476","43596","10:30 - 11:50 AM","TR","A03","0","EVE 100REMOTE TBA"
"3477","43597","10:30 - 11:50 AM","TR","A04","0","EVE 100REMOTE TBA"
"3478","43597","12:10 - 1:00 PM","F","A04","0","EVE 100REMOTE TBA"
"3479","43598","10:30 - 11:50 AM","TR","A05","0","EVE 100REMOTE TBA"
"3480","43598","1:10 - 2:00 PM","F","A05","0","EVE 100REMOTE TBA"
"3481","43599","10:30 - 11:50 AM","TR","A06","0","EVE 100REMOTE TBA"
"3482","43599","2:10 - 3:00 PM","F","A06","0","EVE 100REMOTE TBA"
"3483","43600","10:30 - 11:50 AM","TR","A07","0","EVE 100REMOTE TBA"
"3484","43600","3:10 - 4:00 PM","F","A07","0","EVE 100REMOTE TBA"
"3485","43601","10:30 - 11:50 AM","TR","A08","0","EVE 100REMOTE TBA"
"3486","43601","4:10 - 5:00 PM","F","A08","0","EVE 100REMOTE TBA"
"3487","62153","9:00 - 9:50 AM","F","A09","0","EVE 100REMOTE TBA"
"3488","62153","10:30 - 11:50 AM","TR","A09","0","EVE 100REMOTE TBA"
"3489","62158","10:00 - 10:50 AM","F","A10","0","EVE 100REMOTE TBA"
"3490","62158","10:30 - 11:50 AM","TR","A10","0","EVE 100REMOTE TBA"
"3491","62159","11:00 - 11:50 AM","F","A11","0","EVE 100REMOTE TBA"
"3492","62159","10:30 - 11:50 AM","TR","A11","0","EVE 100REMOTE TBA"
"3493","62160","1:10 - 2:00 PM","F","A12","0","EVE 100REMOTE TBA"
"3494","62160","10:30 - 11:50 AM","TR","A12","0","EVE 100REMOTE TBA"
"3495","43602","9:00 - 9:50 AM","W","A01","0","EVE 101REMOTE TBA"
"3496","43602","10:30 - 11:50 AM","TR","A01","0","EVE 101REMOTE TBA"
"3497","43603","10:00 - 10:50 AM","W","A02","0","EVE 101REMOTE TBA"
"3498","43603","10:30 - 11:50 AM","TR","A02","0","EVE 101REMOTE TBA"
"3499","43604","10:30 - 11:50 AM","TR","A03","0","EVE 101REMOTE TBA"
"3500","43604","11:00 - 11:50 AM","W","A03","0","EVE 101REMOTE TBA"
"3501","43605","10:30 - 11:50 AM","TR","A04","0","EVE 101REMOTE TBA"
"3502","43605","12:10 - 1:00 PM","W","A04","0","EVE 101REMOTE TBA"
"3503","43606","10:30 - 11:50 AM","TR","A05","0","EVE 101REMOTE TBA"
"3504","43606","1:10 - 2:00 PM","W","A05","0","EVE 101REMOTE TBA"
"3505","43607","10:30 - 11:50 AM","TR","A06","0","EVE 101REMOTE TBA"
"3506","43607","2:10 - 3:00 PM","W","A06","0","EVE 101REMOTE TBA"
"3507","43608","3:10 - 4:00 PM","W","A07","0","EVE 101REMOTE TBA"
"3508","43608","10:30 - 11:50 AM","TR","A07","0","EVE 101REMOTE TBA"
"3509","43609","10:30 - 11:50 AM","TR","A08","0","EVE 101REMOTE TBA"
"3510","43609","4:10 - 5:00 PM","W","A08","0","EVE 101REMOTE TBA"
"3511","62164","10:00 - 10:50 AM","MW","001","0","EVE 105REMOTE TBA"
"3512","62164","1:10 - 4:00 PM","TR","001","0","EVE 105REMOTE TBA"
"3513","43614","11:00 - 11:50 AM","MWF","001","1","EVE 108REMOTE TBA"
"3514","43614","1:10 - 4:00 PM","MW","001","1","EVE 108REMOTE TBA"
"3515","43615","4:10 - 5:00 PM","M","001","-5","EVE 111REMOTE TBA"
"3516","62172","10:00 - 10:50 AM","MW","A01","0","EVE 119REMOTE TBA"
"3517","62172","1:10 - 4:00 PM","M","A01","0","EVE 119REMOTE TBA"
"3518","62173","10:00 - 10:50 AM","MW","A02","-1","EVE 119REMOTE TBA"
"3519","62173","1:10 - 4:00 PM","W","A02","-1","EVE 119REMOTE TBA"
"3520","62168","9:00 - 10:20 AM","TR","001","0","EVE 141REMOTE TBA"
"3521","62646","10:00 - 10:50 AM","MW","001","0","EVE 175REMOTE TBA"
"3522","62646","10:00 - 10:50 AM","F","001","0","EVE 175REMOTE TBA"
"3523","44101","10:00 - 10:50 AM","MTWR","001","33","EXB 101REMOTE TBA"
"3524","44102","4:10 - 5:00 PM","MTWR","001","156","EXB 106REMOTE TBA"
"3525","44103","7:00 - 9:50 AM","TR","001","5","EXB 106LREMOTE TBA"
"3526","44103","TBA",NA,"001","5","EXB 106LREMOTE TBA"
"3527","44104","10:00 - 12:50 PM","TR","002","0","EXB 106LREMOTE TBA"
"3528","44104","TBA",NA,"002","0","EXB 106LREMOTE TBA"
"3529","44105","1:10 - 4:00 PM","TR","003","1","EXB 106LREMOTE TBA"
"3530","44105","TBA",NA,"003","1","EXB 106LREMOTE TBA"
"3531","44106","5:10 - 8:00 PM","TR","004","0","EXB 106LREMOTE TBA"
"3532","44106","TBA",NA,"004","0","EXB 106LREMOTE TBA"
"3533","44107","8:10 - 11:00 PM","TR","005","0","EXB 106LREMOTE TBA"
"3534","44107","TBA",NA,"005","0","EXB 106LREMOTE TBA"
"3535","44108","1:10 - 4:00 PM","WF","006","0","EXB 106LREMOTE TBA"
"3536","44108","TBA",NA,"006","0","EXB 106LREMOTE TBA"
"3537","44109","5:10 - 8:00 PM","WF","007","0","EXB 106LREMOTE TBA"
"3538","44109","TBA",NA,"007","0","EXB 106LREMOTE TBA"
"3539","63194","8:10 - 11:00 PM","WF","008","30","EXB 106LREMOTE TBA"
"3540","63194","TBA",NA,"008","30","EXB 106LREMOTE TBA"
"3541","44110","12:10 - 1:30 PM","TR","001","0","EXB 110REMOTE TBA"
"3542","44196","12:10 - 1:00 PM","W","001","66","FAP 195REMOTE TBA"
"3543","44258","10:00 - 10:50 AM","MW","A01","0","FMS 045REMOTE TBA"
"3544","44258","5:10 - 8:00 PM","T","A01","0","FMS 045REMOTE TBA"
"3545","44258","5:10 - 6:00 PM","W","A01","0","FMS 045REMOTE TBA"
"3546","44259","10:00 - 10:50 AM","MW","A02","0","FMS 045REMOTE TBA"
"3547","44259","5:10 - 8:00 PM","T","A02","0","FMS 045REMOTE TBA"
"3548","44259","6:10 - 7:00 PM","W","A02","0","FMS 045REMOTE TBA"
"3549","44260","10:00 - 10:50 AM","MW","A03","0","FMS 045REMOTE TBA"
"3550","44260","5:10 - 8:00 PM","T","A03","0","FMS 045REMOTE TBA"
"3551","44260","5:10 - 6:00 PM","R","A03","0","FMS 045REMOTE TBA"
"3552","44261","6:10 - 7:00 PM","R","A04","0","FMS 045REMOTE TBA"
"3553","44261","10:00 - 10:50 AM","MW","A04","0","FMS 045REMOTE TBA"
"3554","44261","5:10 - 8:00 PM","T","A04","0","FMS 045REMOTE TBA"
"3555","62171","1:40 - 3:00 PM","TR","001","0","FMS 129REMOTE TBA"
"3556","62171","5:10 - 8:00 PM","W","001","0","FMS 129REMOTE TBA"
"3557","61819","6:00 - 9:00 PM","M","001","15","FOR 201CTBA"
"3558","61820","6:00 - 9:00 PM","R","001","19","FOR 209REMOTE TBA"
"3559","61923","6:00 - 9:00 PM","T","001","0","FOR 240REMOTE TBA"
"3560","61923","TBA",NA,"001","0","FOR 240TBA"
"3561","44271","7:10 - 9:00 PM","WR","001","1","FOR 281REMOTE TBA"
"3562","44271","6:10 - 7:00 PM","WR","001","1","FOR 281REMOTE TBA"
"3563","44356","9:00 - 9:50 AM","MTWRF","001","0","FRE 001REMOTE TBA"
"3564","44356","TBA",NA,"001","0","FRE 001REMOTE TBA"
"3565","44357","10:00 - 10:50 AM","MTWRF","002","1","FRE 001REMOTE TBA"
"3566","44357","TBA",NA,"002","1","FRE 001REMOTE TBA"
"3567","44358","11:00 - 11:50 AM","MTWRF","003","0","FRE 001REMOTE TBA"
"3568","44358","TBA",NA,"003","0","FRE 001REMOTE TBA"
"3569","44359","9:00 - 9:50 AM","MTWRF","001","2","FRE 002REMOTE TBA"
"3570","44359","TBA",NA,"001","2","FRE 002REMOTE TBA"
"3571","44360","11:00 - 11:50 AM","MTWRF","002","0","FRE 002REMOTE TBA"
"3572","44360","TBA",NA,"002","0","FRE 002REMOTE TBA"
"3573","44361","9:00 - 9:50 AM","MTWRF","001","1","FRE 003REMOTE TBA"
"3574","44361","TBA",NA,"001","1","FRE 003REMOTE TBA"
"3575","44362","10:00 - 10:50 AM","MTWRF","002","5","FRE 003REMOTE TBA"
"3576","44362","TBA",NA,"002","5","FRE 003REMOTE TBA"
"3577","44363","11:00 - 11:50 AM","MTWRF","003","10","FRE 003REMOTE TBA"
"3578","44363","TBA",NA,"003","10","FRE 003REMOTE TBA"
"3579","44364","12:10 - 1:00 PM","MTWRF","004","8","FRE 003REMOTE TBA"
"3580","44365","TBA",NA,"001","10","FRE 021TBA"
"3581","44365","12:10 - 1:00 PM","MTWR","001","10","FRE 021REMOTE TBA"
"3582","44366","11:00 - 11:50 AM","MTWR","001","9","FRE 022REMOTE TBA"
"3583","44366","TBA",NA,"001","9","FRE 022TBA"
"3584","44367","TBA",NA,"001","20","FRE 023TBA"
"3585","44367","9:00 - 9:50 AM","MTWR","001","20","FRE 023REMOTE TBA"
"3586","44368","10:00 - 10:50 AM","MTWR","002","13","FRE 023REMOTE TBA"
"3587","44368","TBA",NA,"002","13","FRE 023TBA"
"3588","62000","4:40 - 6:00 PM","TR","001","30","FRE 050REMOTE TBA"
"3589","44393","12:10 - 1:30 PM","TR","001","17","FRE 100REMOTE TBA"
"3590","62001","3:10 - 4:30 PM","TR","001","8","FRE 128REMOTE TBA"
"3591","44395","10:30 - 11:50 AM","TR","001","15","FRE 141REMOTE TBA"
"3592","62002","2:10 - 5:00 PM","T","001","11","FRE 201REMOTE TBA"
"3593","62003","2:10 - 5:00 PM","R","001","12","FRE 210REMOTE TBA"
"3594","44516","TBA",NA,"001","15","FRE 390BTBA"
"3595","44522","2:10 - 3:00 PM","T","001","0","FRS 001REMOTE TBA"
"3596","44523","2:10 - 3:00 PM","R","002","0","FRS 001REMOTE TBA"
"3597","44524","12:10 - 1:00 PM","M","003","0","FRS 001REMOTE TBA"
"3598","44525","10:00 - 10:50 AM","R","004","4","FRS 001REMOTE TBA"
"3599","44526","3:10 - 4:00 PM","M","005","0","FRS 001REMOTE TBA"
"3600","44527","3:10 - 4:00 PM","R","006","0","FRS 001REMOTE TBA"
"3601","44528","4:10 - 5:00 PM","W","007","0","FRS 001REMOTE TBA"
"3602","44539","1:10 - 3:00 PM","R","001","7","FRS 002REMOTE TBA"
"3603","44540","5:10 - 7:00 PM","W","002","0","FRS 002REMOTE TBA"
"3604","44541","1:10 - 3:00 PM","M","003","0","FRS 002REMOTE TBA"
"3605","44542","9:00 - 9:50 AM","WR","004","0","FRS 002REMOTE TBA"
"3606","44543","3:10 - 5:00 PM","M","005","1","FRS 002REMOTE TBA"
"3607","44545","3:10 - 5:00 PM","R","007","0","FRS 002REMOTE TBA"
"3608","44546","6:10 - 8:00 PM","W","008","0","FRS 002REMOTE TBA"
"3609","44547","1:10 - 3:00 PM","W","009","0","FRS 002REMOTE TBA"
"3610","44548","10:00 - 11:50 AM","W","010","0","FRS 002REMOTE TBA"
"3611","44549","10:00 - 11:50 AM","F","011","14","FRS 002REMOTE TBA"
"3612","44550","10:00 - 10:50 AM","TR","012","12","FRS 002REMOTE TBA"
"3613","44551","10:00 - 11:50 AM","R","013","12","FRS 002REMOTE TBA"
"3614","44552","2:10 - 3:00 PM","TR","014","9","FRS 002REMOTE TBA"
"3615","44553","1:10 - 3:00 PM","T","015","4","FRS 002REMOTE TBA"
"3616","44554","4:10 - 6:00 PM","W","016","8","FRS 002REMOTE TBA"
"3617","44555","10:00 - 11:50 AM","T","017","2","FRS 002REMOTE TBA"
"3618","44557","2:10 - 4:00 PM","M","019","0","FRS 002REMOTE TBA"
"3619","44558","3:10 - 5:00 PM","T","020","0","FRS 002REMOTE TBA"
"3620","44559","12:10 - 2:00 PM","W","021","0","FRS 002REMOTE TBA"
"3621","44560","10:00 - 11:50 AM","W","022","1","FRS 002REMOTE TBA"
"3622","44561","10:00 - 11:50 AM","F","023","3","FRS 002REMOTE TBA"
"3623","44562","10:00 - 11:50 AM","R","024","0","FRS 002REMOTE TBA"
"3624","44563","12:10 - 2:00 PM","W","025","6","FRS 002REMOTE TBA"
"3625","44564","8:00 - 9:50 AM","W","026","11","FRS 002REMOTE TBA"
"3626","44565","5:10 - 6:00 PM","TR","027","12","FRS 002REMOTE TBA"
"3627","44588","8:00 - 8:50 AM","W","001","0","FRS 003REMOTE TBA"
"3628","44589","9:00 - 9:50 AM","T","002","2","FRS 003REMOTE TBA"
"3629","44590","4:10 - 5:00 PM","M","003","3","FRS 003REMOTE TBA"
"3630","44591","6:10 - 7:00 PM","R","004","1","FRS 003REMOTE TBA"
"3631","44592","11:00 - 11:50 AM","T","005","4","FRS 003REMOTE TBA"
"3632","44593","1:10 - 2:00 PM","F","006","4","FRS 003REMOTE TBA"
"3633","44594","4:10 - 5:00 PM","R","007","5","FRS 003REMOTE TBA"
"3634","44595","12:10 - 1:00 PM","W","008","0","FRS 003REMOTE TBA"
"3635","44596","1:10 - 2:00 PM","R","009","6","FRS 003REMOTE TBA"
"3636","44597","11:00 - 11:50 AM","M","010","0","FRS 003REMOTE TBA"
"3637","44598","4:10 - 5:00 PM","W","011","0","FRS 003REMOTE TBA"
"3638","44599","12:10 - 1:00 PM","M","012","3","FRS 003REMOTE TBA"
"3639","44600","4:10 - 5:00 PM","R","013","1","FRS 003REMOTE TBA"
"3640","44601","10:00 - 10:50 AM","T","014","6","FRS 003REMOTE TBA"
"3641","44602","4:10 - 5:00 PM","T","015","14","FRS 003REMOTE TBA"
"3642","44603","3:10 - 4:00 PM","T","016","2","FRS 003REMOTE TBA"
"3643","44604","1:10 - 2:00 PM","F","017","0","FRS 003REMOTE TBA"
"3644","44605","9:00 - 9:50 AM","T","018","0","FRS 003REMOTE TBA"
"3645","44606","11:00 - 11:50 AM","F","019","0","FRS 003REMOTE TBA"
"3646","44607","4:10 - 5:00 PM","W","020","0","FRS 003REMOTE TBA"
"3647","44608","12:10 - 1:00 PM","W","021","3","FRS 003REMOTE TBA"
"3648","44609","2:10 - 3:00 PM","W","022","12","FRS 003REMOTE TBA"
"3649","44610","6:10 - 7:00 PM","R","023","6","FRS 003REMOTE TBA"
"3650","44611","9:00 - 9:50 AM","W","024","11","FRS 003REMOTE TBA"
"3651","44612","11:00 - 11:50 AM","T","025","4","FRS 003REMOTE TBA"
"3652","44613","12:10 - 1:00 PM","F","026","0","FRS 003REMOTE TBA"
"3653","44614","7:10 - 8:00 PM","R","027","0","FRS 003REMOTE TBA"
"3654","44615","7:10 - 8:00 PM","T","028","0","FRS 003REMOTE TBA"
"3655","44616","5:10 - 6:00 PM","R","029","0","FRS 003REMOTE TBA"
"3656","44617","11:00 - 11:50 AM","W","030","8","FRS 003REMOTE TBA"
"3657","44618","10:00 - 10:50 AM","R","031","9","FRS 003REMOTE TBA"
"3658","44619","4:10 - 5:00 PM","M","032","4","FRS 003REMOTE TBA"
"3659","44620","7:10 - 8:00 PM","M","033","0","FRS 003REMOTE TBA"
"3660","44621","4:10 - 5:00 PM","M","034","8","FRS 003REMOTE TBA"
"3661","44622","9:00 - 9:50 AM","W","035","4","FRS 003REMOTE TBA"
"3662","44623","1:10 - 2:00 PM","M","036","0","FRS 003REMOTE TBA"
"3663","44633","1:10 - 3:00 PM","R","001","2","FRS 004REMOTE TBA"
"3664","44634","7:00 - 8:50 AM","M","002","0","FRS 004REMOTE TBA"
"3665","44635","11:00 - 12:50 PM","M","003","12","FRS 004REMOTE TBA"
"3666","44636","12:10 - 2:00 PM","W","004","0","FRS 004REMOTE TBA"
"3667","44637","10:00 - 11:50 AM","T","005","0","FRS 004REMOTE TBA"
"3668","44638","3:10 - 5:00 PM","W","006","2","FRS 004REMOTE TBA"
"3669","44639","10:00 - 10:50 AM","TR","007","7","FRS 004OFFCAM"
"3670","44640","2:10 - 4:00 PM","F","008","0","FRS 004OFFCAM"
"3671","44641","11:00 - 12:50 PM","F","009","0","FRS 004REMOTE TBA"
"3672","44642","2:10 - 4:00 PM","T","010","3","FRS 004REMOTE TBA"
"3673","44644","10:00 - 11:50 AM","T","012","11","FRS 004REMOTE TBA"
"3674","44645","12:10 - 2:00 PM","R","013","5","FRS 004REMOTE TBA"
"3675","44646","10:00 - 11:50 AM","F","014","2","FRS 004TBA"
"3676","44647","9:00 - 10:50 AM","W","015","7","FRS 004REMOTE TBA"
"3677","44648","2:10 - 4:00 PM","W","016","0","FRS 004REMOTE TBA"
"3678","44649","10:00 - 11:50 AM","F","017","0","FRS 004REMOTE TBA"
"3679","44650","12:10 - 2:00 PM","W","018","0","FRS 004REMOTE TBA"
"3680","44651","10:00 - 11:50 AM","W","019","12","FRS 004REMOTE TBA"
"3681","44652","1:10 - 3:00 PM","R","020","8","FRS 004REMOTE TBA"
"3682","44653","11:00 - 12:50 PM","M","021","8","FRS 004REMOTE TBA"
"3683","44654","11:00 - 12:50 PM","W","022","14","FRS 004REMOTE TBA"
"3684","44655","9:00 - 10:50 AM","F","023","8","FRS 004OFFCAM"
"3685","44667","TBA",NA,"035","15","FRS 004TBA"
"3686","44668","TBA",NA,"036","15","FRS 004TBA"
"3687","44672","TBA",NA,"001","37","FSM 120TBA"
"3688","44672","12:10 - 1:30 PM","TR","001","37","FSM 120REMOTE TBA"
"3689","44673","6:50 - 1:00 PM","T","001","2","FSM 120LREMOTE TBA"
"3690","44674","6:50 - 1:00 PM","R","002","0","FSM 120LREMOTE TBA"
"3691","44675","6:50 - 1:00 PM","T","003","5","FSM 120LREMOTE TBA"
"3692","44676","6:50 - 1:00 PM","R","004","4","FSM 120LREMOTE TBA"
"3693","44685","3:10 - 4:00 PM","M","A01","0","FST 001REMOTE TBA"
"3694","44685","9:00 - 10:20 AM","TR","A01","0","FST 001REMOTE TBA"
"3695","44686","3:10 - 4:00 PM","M","A02","0","FST 001REMOTE TBA"
"3696","44686","9:00 - 10:20 AM","TR","A02","0","FST 001REMOTE TBA"
"3697","44687","5:10 - 6:00 PM","R","A03","0","FST 001REMOTE TBA"
"3698","44687","9:00 - 10:20 AM","TR","A03","0","FST 001REMOTE TBA"
"3699","44688","5:10 - 6:00 PM","R","A04","0","FST 001REMOTE TBA"
"3700","44688","9:00 - 10:20 AM","TR","A04","0","FST 001REMOTE TBA"
"3701","44689","2:10 - 3:00 PM","F","A05","0","FST 001REMOTE TBA"
"3702","44689","9:00 - 10:20 AM","TR","A05","0","FST 001REMOTE TBA"
"3703","44690","9:00 - 10:20 AM","TR","A06","9","FST 001REMOTE TBA"
"3704","44690","2:10 - 3:00 PM","F","A06","9","FST 001REMOTE TBA"
"3705","44691","9:00 - 9:50 AM","M","A07","4","FST 001REMOTE TBA"
"3706","44691","9:00 - 10:20 AM","TR","A07","4","FST 001REMOTE TBA"
"3707","44692","9:00 - 10:20 AM","TR","A08","5","FST 001REMOTE TBA"
"3708","44692","2:10 - 3:00 PM","M","A08","5","FST 001REMOTE TBA"
"3709","44693","9:00 - 10:20 AM","TR","A09","0","FST 001REMOTE TBA"
"3710","44693","12:10 - 1:00 PM","R","A09","0","FST 001REMOTE TBA"
"3711","44694","5:10 - 6:00 PM","T","A10","9","FST 001REMOTE TBA"
"3712","44694","9:00 - 10:20 AM","TR","A10","9","FST 001REMOTE TBA"
"3713","44695","11:00 - 11:50 AM","F","A11","14","FST 001REMOTE TBA"
"3714","44695","9:00 - 10:20 AM","TR","A11","14","FST 001REMOTE TBA"
"3715","44696","1:10 - 2:00 PM","F","A12","8","FST 001REMOTE TBA"
"3716","44696","9:00 - 10:20 AM","TR","A12","8","FST 001REMOTE TBA"
"3717","44698","3:10 - 4:30 PM","TR","A01","0","FST 055REMOTE TBA"
"3718","44698","5:10 - 6:00 PM","T","A01","0","FST 055REMOTE TBA"
"3719","44699","3:10 - 4:30 PM","TR","A02","0","FST 055REMOTE TBA"
"3720","44699","6:10 - 7:00 PM","T","A02","0","FST 055REMOTE TBA"
"3721","44700","3:10 - 4:30 PM","TR","A03","0","FST 055REMOTE TBA"
"3722","44700","4:10 - 5:00 PM","W","A03","0","FST 055REMOTE TBA"
"3723","44701","3:10 - 4:30 PM","TR","A04","0","FST 055REMOTE TBA"
"3724","44701","5:10 - 6:00 PM","W","A04","0","FST 055REMOTE TBA"
"3725","44702","3:10 - 4:30 PM","TR","A05","0","FST 055REMOTE TBA"
"3726","44702","5:10 - 6:00 PM","R","A05","0","FST 055REMOTE TBA"
"3727","44703","3:10 - 4:30 PM","TR","A06","0","FST 055REMOTE TBA"
"3728","44703","6:10 - 7:00 PM","R","A06","0","FST 055REMOTE TBA"
"3729","44704","3:10 - 4:30 PM","TR","A07","0","FST 055REMOTE TBA"
"3730","44704","9:00 - 9:50 AM","F","A07","0","FST 055REMOTE TBA"
"3731","44705","3:10 - 4:30 PM","TR","A08","0","FST 055REMOTE TBA"
"3732","44705","10:00 - 10:50 AM","F","A08","0","FST 055REMOTE TBA"
"3733","44706","3:10 - 4:30 PM","TR","A09","0","FST 055REMOTE TBA"
"3734","44706","12:10 - 1:00 PM","F","A09","0","FST 055REMOTE TBA"
"3735","44707","3:10 - 4:30 PM","TR","A10","0","FST 055REMOTE TBA"
"3736","44707","1:10 - 2:00 PM","F","A10","0","FST 055REMOTE TBA"
"3737","44747","9:00 - 9:50 AM","M","A01","1","FST 104LREMOTE TBA"
"3738","44747","9:00 - 9:50 AM","W","A01","1","FST 104LREMOTE TBA"
"3739","44747","1:10 - 4:00 PM","MW","A01","1","FST 104LREMOTE TBA"
"3740","44748","9:00 - 9:50 AM","M","A02","0","FST 104LREMOTE TBA"
"3741","44748","9:00 - 9:50 AM","W","A02","0","FST 104LREMOTE TBA"
"3742","44748","9:00 - 11:50 AM","TR","A02","0","FST 104LREMOTE TBA"
"3743","44749","9:00 - 9:50 AM","M","A03","8","FST 104LREMOTE TBA"
"3744","44749","9:00 - 9:50 AM","W","A03","8","FST 104LREMOTE TBA"
"3745","44749","1:10 - 4:00 PM","MW","A03","8","FST 104LREMOTE TBA"
"3746","44750","9:00 - 9:50 AM","W","A04","14","FST 104LREMOTE TBA"
"3747","44750","9:00 - 11:50 AM","TR","A04","14","FST 104LREMOTE TBA"
"3748","44750","9:00 - 9:50 AM","M","A04","14","FST 104LREMOTE TBA"
"3749","44751","10:00 - 10:50 AM","MW","001","75","FST 109REMOTE TBA"
"3750","44751","10:00 - 10:50 AM","F","001","75","FST 109REMOTE TBA"
"3751","44753","TBA",NA,"A02","6","FST 110LREMASY TBA"
"3752","44753","TBA",NA,"A02","6","FST 110LREMASY TBA"
"3753","44754","TBA",NA,"A03","0","FST 110LREMASY TBA"
"3754","44754","TBA",NA,"A03","0","FST 110LREMASY TBA"
"3755","44755","TBA",NA,"A04","0","FST 110LREMASY TBA"
"3756","44755","TBA",NA,"A04","0","FST 110LREMASY TBA"
"3757","44756","TBA",NA,"A05","0","FST 110LREMASY TBA"
"3758","44756","TBA",NA,"A05","0","FST 110LREMASY TBA"
"3759","62833","11:00 - 11:50 AM","MWF","001","7","FST 114REMOTE TBA"
"3760","44758","12:10 - 1:30 PM","TR","001","20","FST 123REMOTE TBA"
"3761","44759","9:00 - 11:50 AM","F","A01","5","FST 123LREMOTE TBA"
"3762","44759","8:00 - 8:50 AM","F","A01","5","FST 123LREMOTE TBA"
"3763","44760","1:10 - 4:00 PM","F","A02","10","FST 123LREMOTE TBA"
"3764","44760","8:00 - 8:50 AM","F","A02","10","FST 123LREMOTE TBA"
"3765","44761","10:00 - 10:50 AM","MWF","001","32","FST 128REMOTE TBA"
"3766","44763","12:10 - 1:00 PM","F","A02","5","FST 160REMOTE TBA"
"3767","44763","12:10 - 1:00 PM","MW","A02","5","FST 160REMOTE TBA"
"3768","44763","2:10 - 5:00 PM","M","A02","5","FST 160REMOTE TBA"
"3769","44764","9:00 - 11:50 AM","F","A03","8","FST 160REMOTE TBA"
"3770","44764","12:10 - 1:00 PM","MW","A03","8","FST 160REMOTE TBA"
"3771","44764","12:10 - 1:00 PM","F","A03","8","FST 160REMOTE TBA"
"3772","44765","12:10 - 1:00 PM","MW","A04","7","FST 160REMOTE TBA"
"3773","44765","2:40 - 5:30 PM","T","A04","7","FST 160REMOTE TBA"
"3774","44765","12:10 - 1:00 PM","F","A04","7","FST 160REMOTE TBA"
"3775","44766","1:40 - 2:30 PM","T","001","29","FST 190REMOTE TBA"
"3776","44879","12:10 - 1:00 PM","W","001","15","FST 204REMOTE TBA"
"3777","44879","1:40 - 3:00 PM","TR","001","15","FST 204REMOTE TBA"
"3778","44883","4:10 - 5:00 PM","W","001","37","FST 290REMOTE TBA"
"3779","44920","4:10 - 5:00 PM","M","001","16","FST 291REMOTE TBA"
