"","X1","CRN","Time","Days","SEC","Seats","Course Location","course_name"
"2255",2255,62681,"5:10 - 6:00 PM","R","A02",8,"DES 141REMOTE TBA","DES 141"
"2256",2256,62683,"12:10 - 1:30 PM","TR","A03",0,"DES 141REMOTE TBA","DES 141"
"2257",2257,62683,"4:10 - 5:00 PM","M","A03",0,"DES 141REMOTE TBA","DES 141"
"2258",2258,62684,"12:10 - 1:30 PM","TR","A04",1,"DES 141REMOTE TBA","DES 141"
"2259",2259,62684,"5:10 - 6:00 PM","M","A04",1,"DES 141REMOTE TBA","DES 141"
"2260",2260,37559,"4:40 - 6:00 PM","TR","001",0,"DES 142AREMOTE TBA","DES 142A"
"2261",2261,61995,"5:10 - 6:00 PM","W","A01",0,"DES 149REMOTE TBA","DES 149"
"2262",2262,61995,"1:40 - 3:00 PM","TR","A01",0,"DES 149REMOTE TBA","DES 149"
"2263",2263,61996,"1:40 - 3:00 PM","TR","A02",0,"DES 149REMOTE TBA","DES 149"
"2264",2264,61996,"6:10 - 7:00 PM","W","A02",0,"DES 149REMOTE TBA","DES 149"
"2265",2265,61997,"1:40 - 3:00 PM","TR","A03",0,"DES 149REMOTE TBA","DES 149"
"2266",2266,61997,"3:10 - 4:00 PM","W","A03",0,"DES 149REMOTE TBA","DES 149"
"2267",2267,61998,"4:10 - 5:00 PM","W","A04",0,"DES 149REMOTE TBA","DES 149"
"2268",2268,61998,"1:40 - 3:00 PM","TR","A04",0,"DES 149REMOTE TBA","DES 149"
"2269",2269,61985,"1:40 - 4:30 PM","MW","001",5,"DES 150REMOTE TBA","DES 150"
"2270",2270,37565,"10:00 - 11:50 AM","TR","001",0,"DES 151REMOTE TBA","DES 151"
"2271",2271,37565,"9:00 - 9:50 AM","TR","001",0,"DES 151REMOTE TBA","DES 151"
"2272",2272,37566,"2:40 - 4:30 PM","TR","002",0,"DES 151REMOTE TBA","DES 151"
"2273",2273,37566,"1:40 - 2:30 PM","TR","002",0,"DES 151REMOTE TBA","DES 151"
"2274",2274,37567,"9:00 - 9:50 AM","MW","001",0,"DES 154REMOTE TBA","DES 154"
"2275",2275,37567,"10:00 - 11:50 AM","MW","001",0,"DES 154REMOTE TBA","DES 154"
"2276",2276,62009,"1:10 - 4:00 PM","TR","001",0,"DES 156REMOTE TBA","DES 156"
"2277",2277,62992,"9:00 - 11:50 AM","TR","001",16,"DES 157AREMOTE TBA","DES 157A"
"2278",2278,62897,"1:10 - 4:00 PM","MW","001",19,"DES 158REMOTE TBA","DES 158"
"2279",2279,37568,"9:00 - 9:50 AM","TR","001",2,"DES 159REMOTE TBA","DES 159"
"2280",2280,37568,"10:00 - 11:50 AM","TR","001",2,"DES 159REMOTE TBA","DES 159"
"2281",2281,61987,"1:10 - 4:00 PM","TR","001",18,"DES 165REMOTE TBA","DES 165"
"2282",2282,37569,"1:10 - 4:00 PM","MW","001",0,"DES 166REMOTE TBA","DES 166"
"2283",2283,37572,"4:10 - 5:00 PM","TR","001",0,"DES 171REMOTE TBA","DES 171"
"2284",2284,37572,"5:10 - 7:00 PM","TR","001",0,"DES 171REMOTE TBA","DES 171"
"2285",2285,62689,"9:00 - 11:50 AM","MW","001",16,"DES 175REMOTE TBA","DES 175"
"2286",2286,61999,"1:10 - 4:00 PM","MW","001",17,"DES 178REMOTE TBA","DES 178"
"2287",2287,61988,"9:00 - 9:50 AM","TR","001",16,"DES 187REMOTE TBA","DES 187"
"2288",2288,61988,"10:00 - 11:50 AM","TR","001",16,"DES 187REMOTE TBA","DES 187"
"2289",2289,37778,"1:10 - 4:00 PM","F","001",12,"DES 223REMOTE TBA","DES 223"
"2290",2290,37787,"4:10 - 7:00 PM","MW","003",10,"DES 290REMOTE TBA","DES 290"
"2291",2291,37918,"8:00 - 9:50 AM","MW","001",1,"DRA 010REMOTE TBA","DRA 010"
"2292",2292,37919,"8:00 - 9:50 AM","MW","002",0,"DRA 010REMOTE TBA","DRA 010"
"2293",2293,37920,"8:00 - 9:50 AM","TR","003",0,"DRA 010REMOTE TBA","DRA 010"
"2294",2294,37921,"8:00 - 9:50 AM","MW","004",16,"DRA 010REMOTE TBA","DRA 010"
"2295",2295,37922,"8:00 - 9:50 AM","TR","005",9,"DRA 010REMOTE TBA","DRA 010"
"2296",2296,37923,"8:00 - 9:50 AM","TR","006",15,"DRA 010REMOTE TBA","DRA 010"
"2297",2297,37924,"10:00 - 10:20 AM","TR","001",24,"DRA 014REMOTE TBA","DRA 014"
"2298",2298,37924,"10:30 - 11:50 AM","TR","001",24,"DRA 014REMOTE TBA","DRA 014"
"2299",2299,37925,"10:00 - 11:50 AM","MW","001",8,"DRA 021AREMOTE TBA","DRA 021A"
"2300",2300,37925,"9:00 - 9:50 AM","MW","001",8,"DRA 021AREMOTE TBA","DRA 021A"
"2301",2301,62071,"10:00 - 11:50 AM","MW","001",72,"DRA 024REMOTE TBA","DRA 024"
"2302",2302,37926,"2:10 - 4:00 PM","TR","001",16,"DRA 028REMOTE TBA","DRA 028"
"2303",2303,37949,"10:00 - 11:50 AM","MW","001",0,"DRA 040AREMOTE TBA","DRA 040A"
"2304",2304,62865,"12:10 - 2:00 PM","MW","002",6,"DRA 040AREMOTE TBA","DRA 040A"
"2305",2305,37951,"10:00 - 11:50 AM","TR","001",0,"DRA 042AREMOTE TBA","DRA 042A"
"2306",2306,62070,"2:10 - 4:00 PM","TR","002",0,"DRA 042AREMOTE TBA","DRA 042A"
"2307",2307,62861,"12:10 - 2:00 PM","TR","003",0,"DRA 042AREMOTE TBA","DRA 042A"
"2308",2308,37953,"4:10 - 6:00 PM","TR","001",20,"DRA 043AREMOTE TBA","DRA 043A"
"2309",2309,37954,"10:00 - 11:50 AM","TR","001",32,"DRA 056CREMOTE TBA","DRA 056C"
"2310",2310,37995,"2:10 - 5:00 PM","MW","001",13,"DRA 120REMOTE TBA","DRA 120"
"2311",2311,62076,"12:10 - 3:00 PM","MW","001",6,"DRA 122CREMOTE TBA","DRA 122C"
"2312",2312,37997,"12:10 - 2:00 PM","TR","001",8,"DRA 124CREMOTE TBA","DRA 124C"
"2313",2313,62766,"2:10 - 5:00 PM","TR","001",11,"DRA 127AREMOTE TBA","DRA 127A"
"2314",2314,62766,"TBA",NA,"001",11,"DRA 127ATBA","DRA 127A"
"2315",2315,38000,"2:10 - 3:30 PM","MW","001",9,"DRA 140AWRIGHT 140","DRA 140A"
"2316",2316,38000,"3:40 - 4:00 PM","MW","001",9,"DRA 140AWRIGHT 140","DRA 140A"
"2317",2317,38002,"TBA",NA,"001",21,"DRA 145REMOTE TBA","DRA 145"
"2318",2318,38002,"4:10 - 7:00 PM","MW","001",21,"DRA 145WRIGHT 140","DRA 145"
"2319",2319,62645,"12:10 - 2:00 PM","TR","001",15,"DRA 155AREMOTE TBA","DRA 155A"
"2320",2320,62764,"TBA",NA,"001",20,"DRA 156BTBA","DRA 156B"
"2321",2321,62764,"10:00 - 11:50 AM","MW","001",20,"DRA 156BREMOTE TBA","DRA 156B"
"2322",2322,62875,"9:00 - 10:50 AM","TR","001",7,"DRA 185BREMOTE TBA","DRA 185B"
"2323",2323,62078,"1:10 - 4:00 PM","T","001",1,"DRA 251REMOTE TBA","DRA 251"
"2324",2324,62078,"1:10 - 4:00 PM","R","001",1,"DRA 251REMOTE TBA","DRA 251"
"2325",2325,38350,"5:40 - 6:00 PM","MW","001",11,"EAE 126REMOTE TBA","EAE 126"
"2326",2326,38350,"4:10 - 5:30 PM","MW","001",11,"EAE 126REMOTE TBA","EAE 126"
"2327",2327,38351,"5:40 - 7:00 PM","TR","001",0,"EAE 130BREMOTE TBA","EAE 130B"
"2328",2328,38351,"5:10 - 5:30 PM","TR","001",0,"EAE 130BREMOTE TBA","EAE 130B"
"2329",2329,38351,"4:10 - 5:00 PM","TR","001",0,"EAE 130BREMOTE TBA","EAE 130B"
"2330",2330,38543,"1:10 - 4:00 PM","F","001",2,"EBS 125REMOTE TBA","EBS 125"
"2331",2331,38543,"1:40 - 3:00 PM","TR","001",2,"EBS 125REMOTE TBA","EBS 125"
"2332",2332,38544,"10:30 - 11:50 AM","TR","001",23,"EBS 128REMOTE TBA","EBS 128"
"2333",2333,38544,"4:10 - 7:00 PM","W","001",23,"EBS 128REMOTE TBA","EBS 128"
"2334",2334,62996,"1:10 - 3:00 PM","MW","001",23,"EBS 145REMOTE TBA","EBS 145"
"2335",2335,62310,"3:10 - 4:00 PM","TR","001",21,"EBS 148REMOTE TBA","EBS 148"
"2336",2336,62310,"4:10 - 5:00 PM","TR","001",21,"EBS 148REMOTE TBA","EBS 148"
"2337",2337,62505,"10:00 - 11:20 AM","MW","001",4,"EBS 161REMOTE TBA","EBS 161"
"2338",2338,62505,"3:10 - 4:00 PM","M","001",4,"EBS 161REMOTE TBA","EBS 161"
"2339",2339,38546,"1:10 - 2:00 PM","W","001",6,"EBS 170CREMOTE TBA","EBS 170C"
"2340",2340,38547,"3:10 - 4:00 PM","W","002",19,"EBS 170CREMOTE TBA","EBS 170C"
"2341",2341,38713,"12:10 - 1:30 PM","MW","001",9,"EBS 216REMOTE TBA","EBS 216"
"2342",2342,62408,"1:10 - 3:00 PM","M","001",4,"EBS 228REMOTE TBA","EBS 228"
"2343",2343,62408,"1:10 - 4:00 PM","W","001",4,"EBS 228REMOTE TBA","EBS 228"
"2344",2344,38714,"5:10 - 6:30 PM","MW","001",11,"EBS 243REMOTE TBA","EBS 243"
"2345",2345,62738,"3:10 - 5:00 PM","F","001",19,"EBS 265REMOTE TBA","EBS 265"
"2346",2346,62738,"3:10 - 4:30 PM","MW","001",19,"EBS 265REMOTE TBA","EBS 265"
"2347",2347,38727,"4:10 - 5:00 PM","R","001",13,"EBS 290REMOTE TBA","EBS 290"
"2348",2348,38824,"8:00 - 8:50 AM","T","A01",0,"ECH 001REMOTE TBA","ECH 001"
"2349",2349,38824,"3:10 - 4:00 PM","M","A01",0,"ECH 001REMOTE TBA","ECH 001"
"2350",2350,38825,"12:10 - 1:00 PM","T","A02",0,"ECH 001REMOTE TBA","ECH 001"
"2351",2351,38825,"3:10 - 4:00 PM","M","A02",0,"ECH 001REMOTE TBA","ECH 001"
"2352",2352,38826,"2:10 - 3:00 PM","T","A03",0,"ECH 001REMOTE TBA","ECH 001"
"2353",2353,38826,"3:10 - 4:00 PM","M","A03",0,"ECH 001REMOTE TBA","ECH 001"
"2354",2354,38827,"3:10 - 4:00 PM","M","A04",12,"ECH 001REMOTE TBA","ECH 001"
"2355",2355,38827,"4:10 - 5:00 PM","T","A04",12,"ECH 001REMOTE TBA","ECH 001"
"2356",2356,38828,"3:10 - 4:00 PM","M","A05",5,"ECH 001REMOTE TBA","ECH 001"
"2357",2357,38828,"6:10 - 7:00 PM","T","A05",5,"ECH 001REMOTE TBA","ECH 001"
"2358",2358,38829,"10:00 - 10:50 AM","W","A06",7,"ECH 001REMOTE TBA","ECH 001"
"2359",2359,38829,"3:10 - 4:00 PM","M","A06",7,"ECH 001REMOTE TBA","ECH 001"
"2360",2360,38830,"12:10 - 1:00 PM","W","A07",5,"ECH 001REMOTE TBA","ECH 001"
"2361",2361,38830,"3:10 - 4:00 PM","M","A07",5,"ECH 001REMOTE TBA","ECH 001"
"2362",2362,38831,"3:10 - 4:00 PM","M","A08",4,"ECH 001REMOTE TBA","ECH 001"
"2363",2363,38831,"2:10 - 3:00 PM","W","A08",4,"ECH 001REMOTE TBA","ECH 001"
"2364",2364,38841,"9:00 - 9:50 AM","R","A01",0,"ECH 060REMOTE TBA","ECH 060"
"2365",2365,38841,"10:00 - 10:50 AM","MWF","A01",0,"ECH 060REMOTE TBA","ECH 060"
"2366",2366,38842,"10:00 - 10:50 AM","MWF","A02",8,"ECH 060REMOTE TBA","ECH 060"
"2367",2367,38842,"10:00 - 10:50 AM","R","A02",8,"ECH 060REMOTE TBA","ECH 060"
"2368",2368,38843,"10:00 - 10:50 AM","MWF","A03",15,"ECH 060REMOTE TBA","ECH 060"
"2369",2369,38843,"11:00 - 11:50 AM","R","A03",15,"ECH 060REMOTE TBA","ECH 060"
"2370",2370,38844,"1:10 - 2:00 PM","R","A04",19,"ECH 060REMOTE TBA","ECH 060"
"2371",2371,38844,"10:00 - 10:50 AM","MWF","A04",19,"ECH 060REMOTE TBA","ECH 060"
"2372",2372,38845,"10:00 - 10:50 AM","MWF","A05",14,"ECH 060REMOTE TBA","ECH 060"
"2373",2373,38845,"2:10 - 3:00 PM","R","A05",14,"ECH 060REMOTE TBA","ECH 060"
"2374",2374,38857,"11:00 - 12:50 PM","MW","001",55,"ECH 142REMOTE TBA","ECH 142"
"2375",2375,38858,"6:10 - 7:30 PM","TR","001",54,"ECH 143REMOTE TBA","ECH 143"
"2376",2376,38858,"6:10 - 7:00 PM","W","001",54,"ECH 143REMOTE TBA","ECH 143"
"2377",2377,38859,"4:10 - 6:00 PM","M","A01",0,"ECH 145BREMOTE TBA","ECH 145B"
"2378",2378,38859,"9:00 - 10:50 AM","T","A01",0,"ECH 145BREMOTE TBA","ECH 145B"
"2379",2379,38860,"4:10 - 6:00 PM","W","A02",0,"ECH 145BREMOTE TBA","ECH 145B"
"2380",2380,38860,"4:10 - 6:00 PM","M","A02",0,"ECH 145BREMOTE TBA","ECH 145B"
"2381",2381,38861,"4:10 - 6:00 PM","M","A03",0,"ECH 145BREMOTE TBA","ECH 145B"
"2382",2382,38861,"2:10 - 4:00 PM","T","A03",0,"ECH 145BREMOTE TBA","ECH 145B"
"2383",2383,38862,"4:10 - 6:00 PM","T","A04",0,"ECH 145BREMOTE TBA","ECH 145B"
"2384",2384,38862,"4:10 - 6:00 PM","M","A04",0,"ECH 145BREMOTE TBA","ECH 145B"
"2385",2385,38863,"4:10 - 6:00 PM","M","A05",6,"ECH 145BREMOTE TBA","ECH 145B"
"2386",2386,38863,"9:00 - 10:50 AM","W","A05",6,"ECH 145BREMOTE TBA","ECH 145B"
"2387",2387,38864,"4:10 - 6:00 PM","M","A06",2,"ECH 145BREMOTE TBA","ECH 145B"
"2388",2388,38864,"2:10 - 4:00 PM","W","A06",2,"ECH 145BREMOTE TBA","ECH 145B"
"2389",2389,38872,"8:00 - 8:50 AM","MW","001",11,"ECH 158CREMOTE TBA","ECH 158C"
"2390",2390,38872,"TBA",NA,"001",11,"ECH 158CREMOTE TBA","ECH 158C"
"2391",2391,38873,"TBA",NA,"002",0,"ECH 158CREMOTE TBA","ECH 158C"
"2392",2392,38873,"3:10 - 4:00 PM","TR","002",0,"ECH 158CREMOTE TBA","ECH 158C"
"2393",2393,38874,"TBA",NA,"003",0,"ECH 158CREMOTE TBA","ECH 158C"
"2394",2394,38874,"2:10 - 3:00 PM","TR","003",0,"ECH 158CREMOTE TBA","ECH 158C"
"2395",2395,38875,"TBA",NA,"004",11,"ECH 158CREMOTE TBA","ECH 158C"
"2396",2396,38875,"10:00 - 10:50 AM","TR","004",11,"ECH 158CREMOTE TBA","ECH 158C"
"2397",2397,38876,"TBA","TR","001",7,"ECH 161LBAINER 1318","ECH 161L"
"2398",2398,38876,"1:10 - 2:00 PM","F","001",7,"ECH 161LREMOTE TBA","ECH 161L"
"2399",2399,62952,"TBA","TR","002",9,"ECH 161LREMOTE TBA","ECH 161L"
"2400",2400,62952,"1:10 - 2:00 PM","F","002",9,"ECH 161LREMOTE TBA","ECH 161L"
"2401",2401,38970,"2:10 - 4:00 PM","MW","001",2,"ECH 245REMOTE TBA","ECH 245"
"2402",2402,62327,"3:10 - 4:00 PM","R","001",29,"ECH 254REMOTE TBA","ECH 254"
"2403",2403,62327,"3:10 - 4:00 PM","MTW","001",29,"ECH 254REMOTE TBA","ECH 254"
"2404",2404,38975,"12:10 - 1:00 PM","R","001",37,"ECH 290REMOTE TBA","ECH 290"
"2405",2405,39010,"TBA",NA,"037",97,"ECH 290CTBA","ECH 290C"
"2406",2406,39011,"TBA",NA,"038",99,"ECH 290CTBA","ECH 290C"
"2407",2407,39012,"TBA",NA,"039",98,"ECH 290CTBA","ECH 290C"
"2408",2408,39013,"11:00 - 11:50 AM","F","001",32,"ECH 294REMOTE TBA","ECH 294"
"2409",2409,39249,"12:10 - 2:00 PM","MW","001",0,"ECI 123REMOTE TBA","ECI 123"
"2410",2410,39250,"4:10 - 6:00 PM","MW","001",50,"ECI 130REMOTE TBA","ECI 130"
"2411",2411,39251,"1:10 - 4:00 PM","F","001",38,"ECI 135REMOTE TBA","ECI 135"
"2412",2412,39251,"4:40 - 6:00 PM","TR","001",38,"ECI 135REMOTE TBA","ECI 135"
"2413",2413,39252,"4:10 - 7:00 PM","M","001",21,"ECI 140DREMOTE TBA","ECI 140D"
"2414",2414,39252,"12:10 - 1:30 PM","TR","001",21,"ECI 140DREMOTE TBA","ECI 140D"
"2415",2415,39253,"10:30 - 11:50 AM","TR","001",8,"ECI 141REMOTE TBA","ECI 141"
"2416",2416,39255,"4:10 - 7:00 PM","R","002",0,"ECI 141LREMOTE TBA","ECI 141L"
"2417",2417,39256,"4:10 - 7:00 PM","W","003",0,"ECI 141LREMOTE TBA","ECI 141L"
"2418",2418,39258,"9:00 - 11:50 AM","F","005",0,"ECI 141LREMOTE TBA","ECI 141L"
"2419",2419,62817,"9:00 - 11:50 AM","F","001",26,"ECI 145REMOTE TBA","ECI 145"
"2420",2420,62817,"10:00 - 11:50 AM","M","001",26,"ECI 145REMOTE TBA","ECI 145"
"2421",2421,62817,"10:00 - 10:50 AM","W","001",26,"ECI 145REMOTE TBA","ECI 145"
"2422",2422,62108,"7:30 - 8:50 AM","TR","001",0,"ECI 153REMOTE TBA","ECI 153"
"2423",2423,62108,"9:00 - 9:20 AM","TR","001",0,"ECI 153REMOTE TBA","ECI 153"
"2424",2424,62112,"2:10 - 4:00 PM","MW","001",0,"ECI 155REMOTE TBA","ECI 155"
"2425",2425,62228,"6:10 - 7:00 PM","R","001",25,"ECI 161REMOTE TBA","ECI 161"
"2426",2426,62228,"8:00 - 8:50 AM","MWF","001",25,"ECI 161REMOTE TBA","ECI 161"
"2427",2427,39261,"2:10 - 4:00 PM","TR","001",26,"ECI 171REMOTE TBA","ECI 171"
"2428",2428,39262,"9:00 - 11:50 AM","M","001",0,"ECI 171LREMOTE TBA","ECI 171L"
"2429",2429,39264,"5:10 - 8:00 PM","T","003",3,"ECI 171LREMOTE TBA","ECI 171L"
"2430",2430,39265,"9:00 - 11:50 AM","R","004",7,"ECI 171LREMOTE TBA","ECI 171L"
"2431",2431,39266,"9:00 - 11:50 AM","F","005",2,"ECI 171LREMOTE TBA","ECI 171L"
"2432",2432,39268,"10:00 - 11:50 AM","MW","001",22,"ECI 173REMOTE TBA","ECI 173"
"2433",2433,39388,"4:10 - 7:00 PM","T","A01",9,"ECI 193BREMOTE TBA","ECI 193B"
"2434",2434,39388,"12:10 - 1:00 PM","F","A01",9,"ECI 193BREMOTE TBA","ECI 193B"
"2435",2435,39389,"9:00 - 11:50 AM","W","A02",12,"ECI 193BREMOTE TBA","ECI 193B"
"2436",2436,39389,"12:10 - 1:00 PM","F","A02",12,"ECI 193BREMOTE TBA","ECI 193B"
"2437",2437,39390,"12:10 - 1:00 PM","F","A03",5,"ECI 193BREMOTE TBA","ECI 193B"
"2438",2438,39390,"2:10 - 5:00 PM","W","A03",5,"ECI 193BREMOTE TBA","ECI 193B"
"2439",2439,39392,"1:10 - 4:00 PM","F","A04",29,"ECI 193BREMOTE TBA","ECI 193B"
"2440",2440,39392,"12:10 - 1:00 PM","F","A04",29,"ECI 193BREMOTE TBA","ECI 193B"
"2441",2441,62726,"4:10 - 6:00 PM","MW","001",11,"ECI 224REMOTE TBA","ECI 224"
"2442",2442,39504,"2:10 - 4:00 PM","TR","001",13,"ECI 233REMOTE TBA","ECI 233"
"2443",2443,39505,"12:10 - 2:00 PM","MW","001",20,"ECI 234REMOTE TBA","ECI 234"
"2444",2444,39506,"10:00 - 11:50 AM","MW","001",15,"ECI 239REMOTE TBA","ECI 239"
"2445",2445,39507,"10:00 - 11:50 AM","TR","001",10,"ECI 241REMOTE TBA","ECI 241"
"2446",2446,39509,"12:10 - 1:30 PM","MW","001",6,"ECI 245BREMOTE TBA","ECI 245B"
"2447",2447,39509,"1:40 - 2:00 PM","MW","001",6,"ECI 245BREMOTE TBA","ECI 245B"
"2448",2448,39510,"2:10 - 4:00 PM","MW","001",17,"ECI 257REMOTE TBA","ECI 257"
"2449",2449,62418,"12:10 - 2:00 PM","MW","001",6,"ECI 261REMOTE TBA","ECI 261"
"2450",2450,62290,"2:10 - 4:00 PM","TR","001",15,"ECI 264BREMOTE TBA","ECI 264B"
"2451",2451,62372,"9:00 - 9:50 AM","MWF","001",12,"ECI 268REMOTE TBA","ECI 268"
"2452",2452,62115,"4:10 - 6:00 PM","TR","001",13,"ECI 280BREMOTE TBA","ECI 280B"
"2453",2453,62010,"2:10 - 4:00 PM","TR","001",11,"ECI 282REMOTE TBA","ECI 282"
"2454",2454,62012,"10:00 - 11:50 AM","MW","001",11,"ECI 284REMOTE TBA","ECI 284"
"2455",2455,62114,"12:10 - 2:00 PM","MW","001",5,"ECI 288REMOTE TBA","ECI 288"
"2456",2456,39733,"10:00 - 11:20 AM","MW","001",13,"ECL 208REMOTE TBA","ECL 208"
"2457",2457,39733,"11:30 - 11:50 AM","MW","001",13,"ECL 208REMOTE TBA","ECL 208"
"2458",2458,39735,"1:10 - 2:00 PM","T","001",1,"ECL 214STORER 1347","ECL 214"
"2459",2459,39735,"TBA",NA,"001",1,"ECL 214TBA","ECL 214"
"2460",2460,39735,"2:10 - 3:30 PM","T","001",1,"ECL 214STORER 1347","ECL 214"
"2461",2461,39736,"10:00 - 11:50 AM","W","001",14,"ECL 219REMOTE TBA","ECL 219"
"2462",2462,39736,"1:40 - 3:00 PM","TR","001",14,"ECL 219REMOTE TBA","ECL 219"
"2463",2463,39737,"TBA",NA,"001",4,"ECL 225NOFAC TBA","ECL 225"
"2464",2464,39737,"TBA",NA,"001",4,"ECL 225REMOTE TBA","ECL 225"
"2465",2465,62809,"11:00 - 11:50 AM","R","001",10,"ECL 233REMOTE TBA","ECL 233"
"2466",2466,62809,"10:00 - 11:50 AM","T","001",10,"ECL 233REMOTE TBA","ECL 233"
"2467",2467,62921,"12:10 - 1:00 PM","W","001",28,"ECL 271REMOTE TBA","ECL 271"
"2468",2468,39812,"4:10 - 5:30 PM","R","001",109,"ECL 296REMOTE TBA","ECL 296"
"2469",2469,39860,"4:10 - 5:00 PM","T","A01",0,"ECN 001AREMOTE TBA","ECN 001A"
"2470",2470,39860,"8:00 - 8:50 AM","MWF","A01",0,"ECN 001AREMOTE TBA","ECN 001A"
"2471",2471,39861,"8:00 - 8:50 AM","MWF","A02",0,"ECN 001AREMOTE TBA","ECN 001A"
"2472",2472,39861,"5:10 - 6:00 PM","T","A02",0,"ECN 001AREMOTE TBA","ECN 001A"
"2473",2473,39862,"8:00 - 8:50 AM","MWF","A03",0,"ECN 001AREMOTE TBA","ECN 001A"
"2474",2474,39862,"6:10 - 7:00 PM","T","A03",0,"ECN 001AREMOTE TBA","ECN 001A"
"2475",2475,39863,"8:00 - 8:50 AM","MWF","A04",0,"ECN 001AREMOTE TBA","ECN 001A"
"2476",2476,39863,"7:10 - 8:00 PM","T","A04",0,"ECN 001AREMOTE TBA","ECN 001A"
"2477",2477,39864,"8:00 - 8:50 AM","MWF","A05",0,"ECN 001AREMOTE TBA","ECN 001A"
"2478",2478,39864,"5:10 - 6:00 PM","R","A05",0,"ECN 001AREMOTE TBA","ECN 001A"
"2479",2479,39865,"8:00 - 8:50 AM","MWF","A06",0,"ECN 001AREMOTE TBA","ECN 001A"
"2480",2480,39865,"6:10 - 7:00 PM","R","A06",0,"ECN 001AREMOTE TBA","ECN 001A"
"2481",2481,39868,"8:00 - 8:50 AM","MWF","A09",0,"ECN 001AREMOTE TBA","ECN 001A"
"2482",2482,39868,"5:10 - 6:00 PM","W","A09",0,"ECN 001AREMOTE TBA","ECN 001A"
"2483",2483,39871,"8:00 - 8:50 AM","MWF","A12",6,"ECN 001AREMOTE TBA","ECN 001A"
"2484",2484,39871,"8:10 - 9:00 PM","W","A12",6,"ECN 001AREMOTE TBA","ECN 001A"
"2485",2485,39872,"5:10 - 6:00 PM","T","B01",1,"ECN 001AREMOTE TBA","ECN 001A"
"2486",2486,39872,"6:10 - 7:30 PM","MW","B01",1,"ECN 001AREMOTE TBA","ECN 001A"
"2487",2487,39873,"6:10 - 7:30 PM","MW","B02",0,"ECN 001AREMOTE TBA","ECN 001A"
"2488",2488,39873,"6:10 - 7:00 PM","T","B02",0,"ECN 001AREMOTE TBA","ECN 001A"
"2489",2489,39874,"6:10 - 7:30 PM","MW","B03",0,"ECN 001AREMOTE TBA","ECN 001A"
"2490",2490,39874,"7:10 - 8:00 PM","T","B03",0,"ECN 001AREMOTE TBA","ECN 001A"
"2491",2491,39875,"6:10 - 7:30 PM","MW","B04",16,"ECN 001AREMOTE TBA","ECN 001A"
"2492",2492,39875,"8:10 - 9:00 PM","T","B04",16,"ECN 001AREMOTE TBA","ECN 001A"
"2493",2493,39876,"5:10 - 6:00 PM","R","B05",0,"ECN 001AREMOTE TBA","ECN 001A"
"2494",2494,39876,"6:10 - 7:30 PM","MW","B05",0,"ECN 001AREMOTE TBA","ECN 001A"
"2495",2495,39877,"6:10 - 7:30 PM","MW","B06",0,"ECN 001AREMOTE TBA","ECN 001A"
"2496",2496,39877,"6:10 - 7:00 PM","R","B06",0,"ECN 001AREMOTE TBA","ECN 001A"
"2497",2497,39878,"6:10 - 7:30 PM","MW","B07",14,"ECN 001AREMOTE TBA","ECN 001A"
"2498",2498,39878,"7:10 - 8:00 PM","R","B07",14,"ECN 001AREMOTE TBA","ECN 001A"
"2499",2499,39879,"6:10 - 7:30 PM","MW","B08",24,"ECN 001AREMOTE TBA","ECN 001A"
"2500",2500,39879,"8:10 - 9:00 PM","R","B08",24,"ECN 001AREMOTE TBA","ECN 001A"
"2501",2501,62449,"TBA",NA,"001",12,"ECN 001AVONLINE","ECN 001AV"
"2502",2502,62449,"TBA",NA,"001",12,"ECN 001AVONLINE","ECN 001AV"
"2503",2503,39880,"9:00 - 10:20 AM","TR","A01",0,"ECN 001BREMOTE TBA","ECN 001B"
"2504",2504,39880,"5:10 - 6:00 PM","T","A01",0,"ECN 001BREMOTE TBA","ECN 001B"
"2505",2505,39881,"9:00 - 10:20 AM","TR","A02",0,"ECN 001BREMOTE TBA","ECN 001B"
"2506",2506,39881,"6:10 - 7:00 PM","T","A02",0,"ECN 001BREMOTE TBA","ECN 001B"
"2507",2507,39882,"9:00 - 10:20 AM","TR","A03",0,"ECN 001BREMOTE TBA","ECN 001B"
"2508",2508,39882,"7:10 - 8:00 PM","T","A03",0,"ECN 001BREMOTE TBA","ECN 001B"
"2509",2509,39883,"9:00 - 10:20 AM","TR","A04",0,"ECN 001BREMOTE TBA","ECN 001B"
"2510",2510,39883,"8:10 - 9:00 PM","T","A04",0,"ECN 001BREMOTE TBA","ECN 001B"
"2511",2511,39884,"9:00 - 10:20 AM","TR","A05",0,"ECN 001BREMOTE TBA","ECN 001B"
"2512",2512,39884,"5:10 - 6:00 PM","W","A05",0,"ECN 001BREMOTE TBA","ECN 001B"
"2513",2513,39885,"9:00 - 10:20 AM","TR","A06",0,"ECN 001BREMOTE TBA","ECN 001B"
"2514",2514,39885,"6:10 - 7:00 PM","W","A06",0,"ECN 001BREMOTE TBA","ECN 001B"
"2515",2515,39886,"7:10 - 8:00 PM","W","A07",0,"ECN 001BREMOTE TBA","ECN 001B"
"2516",2516,39886,"9:00 - 10:20 AM","TR","A07",0,"ECN 001BREMOTE TBA","ECN 001B"
"2517",2517,39887,"9:00 - 10:20 AM","TR","A08",0,"ECN 001BREMOTE TBA","ECN 001B"
